post,prefLabel,compulsion,obsession,Compulsion Manual checking1,Obsession Manual checking 1,Compulsion checker 2,Obsession checker 2
"Hi,
Iv suffered with this illness since 13 and can honestly say it hasnt got easier.
Im now 30 weeks pregnant with my first baby and have a wonderful partner :-)
Only thing is my ocds affecting my relationship in a very intense way, i feel out of control and so so so depressed i often dont want to wake of a morning.
I am always so confused and anxious-my mind wont stop going around n around, i dont know where to turn anymore, meds never helped n neither did psychiatric help.
The main thing or obsession causing me so much stress right now is a paranoia worry, all i think about is pathetic and embarrassing to admit as it makes me seem so sad n uptight but here goes......
I am constantly worrying weather my partner is going to watch those dirty channels you get on freesat called babestation etc, it hurts me so deeply i cant begin to describe.
The feelings cut through me like a knife, almost like ive been stabbed.
I cant understand or get my head around it, i ask him for reassurance but as he knows this is obsessional he will not reply.
We dont even have the channels but we are moving soon and will be installing freesat, ive got to resort to deleting them but even then if i go to bed before him ill be thinking hes re-deleted them , as u just need to pull the plug out and voila there back-i dont think he would but i know he doesnt think it would be particularly wrong to watch them, i dunno, i just keep worrying, please any body have any advice-feel like im losing my mind over this.
??????","['OCD', 'obsession']",0,1,0,1,0,1
"Hi.
  I'm on ERP for OCD since 4 weeks.
My OCD was to repeat phrases / sounds / images simply that I heard of saw.
  My guiding principles now : no avoidance, agree with everything your OCD throws at you and don't debate any thought. Plus avoid any kind of reasurance.
  My ERP was very successful since yersteday. I was able again to enjoy things in my life, and I completely surrendered to my OCD and I (nearly) defeated everything it threw at me. 
Everytime I defeated an obsession, another came, and each time I used ERP.
  But OCD is so vicious, it will try to find every hole in your ERP to punch you in the face and put you back weeks ago in your therapy.
  Here's the thing. I prevent myself from any kind of reassurance : I know that by posting this topic I'm reassuring quite a lot, but the situation is alarming.
  I used to say myself things like """"Your OCD will be there forever"""". And with time, I feel like I accepted it.
  However because OCD is really sadistic and vicious, my brain is now making reassuring statements like """"No it will get out of your head, don't panic everything's gonna be fine"""" and because I CAN'T DO AVOIDANCE of my thought (because my initial obsession is to repeat thought / words / phrases / images remember, so I can't avoid these thoughts.
  And when I try not to avoid them, each time I'm """"agreeing"""" with my OCD """"You're screwing everything up and you will stay with this anxiety for your life"""" immediatly a reassuring statement is created by my brain and because I can't avoid it a fight begins between the two opposite statements.
  Results : my therapy is going down and I feel like my OCD is taking back it's power on me because I can't avoid the reassuring statements.
  This contradiction is so terrible and I don't know what to do.
  2 options :
  LET THEM IN even though it will reinforce bigly all my OCD
PUSH THEM OUT but reinforce them by avoiding them 
  It's so annoying, please understand and answer me quick
Edited January 5, 2018 by Messsmer","['joy', 'anxiety', 'anxiety', 'site', 'obsession', 'Thought', 'OCD']",1,1,0,1,1,1
"Someone I spoke to with intrusive thoughts described it as this last week and it feels quite a fitting description, particularly with my intrusive thoughts.
Sometimes they’re images but sometimes they’re things you shouldn’t think but your brain just pops them out and after you think ‘wait what? I don’t think that at all’.
example - story in the paper about a parent who’s concerned his 14 year old child was abducted by a sex trafficking gang. Thought just springs into my head ‘I wonder what they did to him’ in a horrible voice and I immediately worry where that came from. 
Its like your brain thinks of the most horrible thing to say, just to scare you.","['Thought', 'Intrusive thoughts']",0,1,0,1,0,1
"Sometimes I wonder about what's known of the history of obsessional thinking,and if people's themes of off has changed through different periods of time.In this last February we've been exposed to more things through technology and media,press,so does society and press play a part,for instance we live in a very sterile environment and many adverts portray germs as monsters so you need cleaning product after cleaning product,also on the front page of a paper you could have a story of an evil predator but on the next page have a countdown for when a star actor comes of age,Kate moss was made to look older and provocative at 15,yet out of media world if an adult even found a developed teen attractive they'd be portrayed to be something their not,I just wonder without all this media 100years ago would the obsessions be different, any thoughts or has anyone actually researched into the history of ocd","['Thought', 'OCD', 'obsession']",0,1,0,1,0,1
"I'm a 14 year old girl and I read about a female paedophile. Now I have horrible intrusive thoughts and images and even these kind of urges to do something to my rbother, like when you stand at the edge of a cliff. NOT THAT I EVER WOULD. I'm in no way attracted to children, I like guys my own age. But this is killing me and all I can think about is ending it. I feel disgusting and horrible and I'm convinced I'll do something to harm my brother. I just got home from school and can't stop crying, I really don't know what to do","['Intrusive thoughts', 'Thought', 'urge', 'disgust']",0,1,0,1,0,1
"Hi, I am a 17 year old boy. For about a year now, I have had intrusive thoughts which I find very difficult to control. I obsess about whether i'm a pedophile, whether I am sexually attracted to children. I have a girlfriend, we have been going out for almost 8 months. I am very sexually attracted to her and we have a great sex life.
Recently though these thoughts have become worse, and when I see young girls I usually question myself about whether I'm attracted to them or not. Then on the few occasions that I can control the thoughts and convince myself I just have a disorder, I then start to obsess about whether all pedophiles start off feeling like how I feel. I find myself noticing that I've looked at a young girl and questioning whether I choose to do it or not. I have also noticed that these thoughts are more frequent when I have allot of time to myself, or at night when i'm trying to get to sleep.
All this makes me extremely distressed, I can't tell my girlfriend because I'm worried what she'll think. She could leave me in disgust. I am generally a anxious person, and my friends and family say I over think things allot. I have stopped smoking weed because I found my thoughts are even more uncontrollable. When I'm stoned my obsessions are only deeper and more consuming. I occasionally have intrusive thoughts about jumping off a cliff, or cutting myself or sexual thoughts about family but I can usually brush past these, dismissing these as stupid. These things to me don't seem quite as horrible as being attracted to young children.
I understand that in order for these thoughts to go away I have to react to them calmly and accept them, but I find this very hard. I find it hard to accept these thoughts because I worry about the effects this might have. If I'm having these thoughts and accepting them, then what is the difference between me and a pedophile.
What I need to know is
are there any good techniques for controlling my mind better, making myself act calmly?
do I need therapy to sort this out
If so, considering I live in the UK is this therapy free and will my parents have to know about it?
I'd really appreciate any help/advice anyone can give me. This is really ruining my life at the moment. I find it hard to sleep sometimes if I can't shut these thoughts out.","['disgust', 'obsession', 'Thought', 'Intrusive thoughts']",0,1,0,1,0,1
"Hello to all from a newbie, don't often post on internet forums so forgive me if the following diatribe is a bit rambling or long winded....
Where to begin? Well suppose I should start by saying that it's only really been in the last couple of years or so that I've consciously realised that I suffer from some form of OCD. Probably doesn't sound like a huge deal until you put it into context that I've had this condition since I was about ten years old, and I recently turned the ripe old age of 27. Like many others, I always associated OCD with compulsive neatness and an intense phobia of germs, whereas what afflicts me is something altogether more random, or at least I had always thought so until stumbling across this site. Absolutely no idea how it started, had a relatively happy childhood bar a few borderline evil primary school teachers/""""friends"""", so I guess it's probably down to a chemical imbalance unless there's something disturbing that I've managed to shut away within the recesses of my memory.
When I was a kid I began getting into the habit of not being able to go to bed without touching certain objects a specified number of times. This escalated into a sort of OCD numbers obsession whereas I'd start dividing numbers into """"good"""" and """"bad"""" categories, no rhyme or reason to it, just whatever bizarre logic my mind would attach to them. So far, so probably a bit weird, but things started getting even worse as I progressed into my teens (oh what fun those years were).
Once a teenager, the same behaviour continued, only I started using films instead of numbers when applying positive/negative assertions, again no idea why, but I've always been a huge film fan so that's probably the reason for it. I'd (and still continue to) not be able to let go of objects like a light switch until I had said film in my head, only then could I release it. If I released it whilst thinking of a """"bad"""" film, for instance a horror or a disaster movie, I'd have to repeat the process. On top of that, if the successful time coincided with an odd number (i.e. it was the third or fifth attempt), I'd have to try again so that it would match an even number.
At this point I have to ask, am I sounding like a complete psycho, or has/does anyone else experience(d) this? I should also point out that I have never told a soul about any of this (this is in fact the first time I have ever written it down), other than infrequently quipping in passing to friends that I think I'm borderline OCD, like it's a common cold or something, and doesn't affect my life at all.
The problem is, is that it does. To the stage were there is barely a day that goes by without featuring some completely irrational anxious thought. I have a constant fear of death, something that was unfortunately exacerbated by the sudden death of my mum a few years ago. I now live in constant fear that I will die at any moment, even in the most mundane situation like sitting at my desk in work. I have an out and out phobia of flying, which I never used to have at all, and always think that I'll die every time I board a plane (something I have to do in a week's time, yay). I worry even more about my family/friends, if I text someone (especially my dad, which will be down to the fact he is my only living parent) and don't hear back from them within 5 minutes I'll immediately assume that they've been killed and spend the next however many minutes having a panic attack until I hear from them telling me they've just nipped to the shops or haven't had a phone signal.
The other more recent, and far more disturbing affliction that sits alongside the paranoid fears are the completely random, horrible thoughts that occasionally pop unannounced into my mind, like """"you will kill someone one day"""" or similar sick accusations that of course have no actual chance of ever occurring, as I like to constantly remind my brain. I think it's like my mind sometimes likes to think of the most horrifying things that people can do and tell me that I'm capable of those too, even though it's all lies. But even though I know it's irrational, the fact that those thoughts have arisen in the first place worries me that they could be right. A few reads through the other topics of this board tells me that I am not alone, and I burst into tears as soon as I realised that this bizarre and horrible condition isn't isolated to me after all, having spent the best part of 17 years thinking that it was.
I suppose the way forward is to go and see my GP as soon as, even though I'm terrified of repeating any of this out loud to a person. I did undergo counselling a few years ago and took citalopram as had particularly nasty bouts of depression following my mum's death, but I never mentioned OCD symptoms at all to my doctor/counsellor. At that point I think I was still assuming that my condition was entirely singular to me and wouldn't even be medically recognised. My only regret is that it took me so long to actually do a bit of research, this site has been incredibly helpful and a huge comfort.
So that's about it, whilst I can only be diagnosed as having some form of OCD by a medical professional, I would be really interested to know of anyone's thoughts of the above or of similar experiences. Finally well done to anyone who actually made it this far in this epic post, a salute has been thrown your way.","['obsession', 'depression', 'symptom', 'regret', 'interest', 'site', 'object', 'fear', 'Thought', 'OCD', 'process']",0,1,0,1,1,1
"Hi
Havent posted on here for a couple of weeks. I have my first appiontment with a therapist on Friday morning. This will be the start of my battle against my OCD which has been running a bit wild lately, due to a problem I had recently at work.
Its time for it to give me a well deserved rest now. My OCD also makes my jealousy worse, and if I see a nice girl in the street while I am out, I get a mad obsession, and for about a day or two after, I cant stop thinking about her, and obsessing whether she has a boyfriend or not, all this over complete strangers who I will never even see again. And sometimes I think I have said the wrong thing to someone in a conversation, and worry about blurting out nasty words which is the last thing I'd do. I need to fight away these thoughts now.
My GP reckons antidepressants. I think that would be a good idea, help lift my mood. I am worried about any side effects though.
Ben","['jealousy', 'obsession', 'anger', 'Thought', 'OCD']",0,1,0,1,0,1
"hi there, this is my first post.
I have suffered with intrusive thoughts for about 18 months now. The treatment i received from various health services was very poor and set me back a long way, to the extent i would be reluctant to seek help again. It does seem from reading other posts that the level of support and help varies greatly with location. Luckily, through a lot of research i have gained a good understanding of the condition and think i have made a lot of progress.
I suppose i have too main questions, the first being do you ever fully get over OCD ??
The second is that although i have managed to get the intrusive thoughts under control i still feel a lot of guilt and shame at the thoughts i had - does this mean i am still suffering from OCD ? I think the guilt and shame stem from what i believe would be people's reaction / perception to me if they found out about my condition. Does this mean i haven't really accepted them as just thoguhts.
For all suffers, for a time i was a low as i believe it is possible for a person to get, but with a lot of support from my family i am now getting back to something like the person i used to be. There is hope no matter how bad things seem.
Thanks for reading.","['Treatment', 'hope', 'OCD', 'guilt', 'shame', 'Thought', 'Intrusive thoughts']",0,1,0,1,0,1
"My daughter has had 6 sessions of therapy but It seems like she's getting worse as she has more bad days than good. I'm very confused.? Her session last week her therapist did work with helping her to go to a party on Saturday. Plus my daughter got two intrusive thoughts out. She went to the party first time of seeing her friends in 5 months and she had a great time. First time I've seen her smile and look happy. Then today she's been sad with bad thoughts again !!
Edited February 13, 2017 by Mrs porter","['Intrusive thoughts', 'Thought']",0,1,0,1,0,1
I have this one word like.it's on repeat in my head. I have intrusive thoughts around harming and also I have a fear I will develop schizophrenia. When the one word gets stuck in my head..I fear I am going.to loose control. This has been going.on now for 2 years. I was diagnosed with old over 6 years ago and it was intense for 7 months but faded away until I gave birth again 2 years ago. I just can't seem to let this go. I get visions of myself locked in a cell and I've gone crazy. Im not sure what compulsions I perform now because I used to do loads but cut them all like googling and asking for reassurance now after this word going.over and over I'm posting here but I don't know of that's a compulsion but part of me feels if someone responds then I will feel better so I suppose it is a compulsion?! Ahh trying to be mindful as I have been practicing mindfulness but the fear is still there.,"['Intrusive thoughts', 'Thought', 'fear', 'compulsion']",1,1,1,1,1,1
"Hi everyone
I wanted to discuss and needed some advice on two aspects, first is of depersonalization(some of you may have not heard of this sympton),however does anyone here have this sympton with their ocd? ocd anxiety and depersonalisation are all closely linked right? ive not heard of anyone who experiences ocd and depersonalisation like mine so im feeling quite alone my compulsions mainly consists of mental rituals however as a child they were more physical. depersonalisation was what i was diagnosed with experiencing 5 years back by my psychiatrist however he insisted it was purely anxiety based. however i advised him of my physical rituals as a child and he still put it all down to """"anxiety disorder"""" so i just left it as that and then a few years later i started experiencing mental compulsions ie: confessing sins and incest thoughts etc and my counsellor again just put it down to """"severe anxiety"""" i explained to her again of my rituals as a child nevertherless she told me my mental symptons were anxiety symptons and not ocd!. To this day im left contemplating whether i have pure o (which i surre i do because everyday im battling intrusive thoughts of incest, sin confessing and the many more)or just """"severe anxiety"""" . What would you guys reckkhon? My depersonalisation is still very existent and so are my intrusive thoughts so are my symptons anxiety disorder based or ocd based? or maybe both mixed?
The second thing i needed to discuss was about the term """"mental ruminations"""" is this just another way of describing when an ocd sufferer's mind is constantly fishing for that """"new"""" intrusve thought? I feel like this all the time, especially every morning when i awake to find that i can feel my mind literally searching for something to obsess about which is soo annoying cause somethings im sitting there thinking"""" omgg just think of something to obsess about already so i can use my cbt techniques and have u ****** and destroyed u stupid thought"""" (sorry about my language)its at these points that my mind never actually finds anything to obsess about but yet the whole constant thinking and constant """"ruminations"""" of dinding that blasted thought are always apparent. Is this what the term mental ruminations mean? I dont fear these compulsions anymore so why do i still feel this way? Its almost as if when are minds are free from obsessions they are still obsessing to find something to obsess over right? Hmmmm neways please anyone reply to my post im in such an anxious state at the moment so need to go and keep myself busy i guess xxx","['fear', 'obsession', 'Rituals', 'OCD', 'anxiety', 'anxiety', 'Anxiety disorder', 'Intrusive thoughts', 'compulsion', 'Thought']",1,1,1,1,1,1
"Please will someone explain how they put a 15 minute delay before acting on a compulsion when the compulsion is a mental ritual which occurs immediately after an obsession. It seems from reading stuff on this website that whatever I am doing are mental compulsions to alleviate the distress.
Thank you.","['obsession', 'site', 'compulsion']",1,1,1,1,1,1
"It is my 1st therapy session of CBT today for OCD/anxiety. I have a tense stomach and keep for getting to breath calmly. The other thing is clenching my jaw, I've been really good at stopping that but feel like slowly slipping back to old ways. Although this is my 1st CBT I was diagnosed with OCD and anxiety when I was under immense stress at work and went for counselling for the stress, it was only because one session I happened to be having an anxiety attack that the therapist could start to help me with what I have been suffering all my life but to afraid to make it official and get help, I thought I was coping.
I am so worried about today now it all feels real and I know I have to explain everything and all aspects for CBT to work but it is going to require a lot of strength on my part. I know I will have to face the compulsions but I have done them all my life I feel like its so woven in me that I won't be anything with out it. I check, organise, plan, wash hands, check doors, worry about everything, have intrusive thoughts, play out future events in my head its all normal to me to do that. Who will I be without it? It effects what I like, what I do , how i behave (i have to be good/kind/lawful/perfect do things the right way to the rules).
Just need to know people are out there who understand this.","['compulsion', 'Intrusive thoughts', 'OCD', 'anxiety', 'anxiety', 'Thought']",1,1,1,1,1,1
"Hello,
I've had OCD for as long as I can remember (currently 25). Throughout my life my obsessions have changed from one thing to the next. It started with Intrusive violent/sexual thoughts when I was in grade school, then being completely obsessed with my significant other's past relationships/partners up until 2 years ago. I had a brief period of freedom from almost any type of noticeable obsessions/compulsions.
This is when my daughter was born. For the first 3 months after her birth things finally seemed to be working out but it seems like out of nowhere I began having issues with germs and contamination. Since then things have steadily become more and more severe. These issues are the worst I've ever experienced.
Basically anything and everything I touch feels like it will spread germs/Bodily Fluids and excrement to me, my belongings, and my family members.
My fears of bodily fluids, germs, and feces specifically have brought me to a point where I can no longer function, let alone work or care for my family. My wife and parents do nearly everything because I am unable.
My bathroom and shower rituals are literally destroying my body. Without going into too much detail every time i use the restroom is a physically painful experience, i must shower after every use of the restroom, I wash my hands to the point where I can't bend my fingers, I frequently(5+ times a day) use chemicals such as lysol spray and clorox wipes on my skin, hands, legs, butt, feet, and arms even right after I have showered, and worst of all is my shower ritual.
No matter how hard I try or what I do I cannot seem to shower in under 2 hours time. Literally every centimeter of my skin has to be washed/scrubbed until it feels """"clean"""" to me. I cannot cross-contaminate body parts and so use 3-5 different wash cloths. I also have to wash my hands after nearly everything i touch or wash. Worst of all is washing anything below my waist. This causes severe panic and sometimes upwards of 30 minutes just washing my hands after washing these areas.
By the time my shower is finished my skin is raw and extremely painful and then chemicals are used on top of that to """"make sure"""" I'm completely clean. I finally slide to my room on a towel to get dressed making sure I don't touch the floor. I get dressed after ensuring my hands and all my clean clothes are actually clean.
The rest of my day is spent cleaning any surface I sit on with chemicals and avoiding touching nearly everything.
I've been on different doses of zoloft most of my life, I've done some CBT/exposure therapy that doesn't seem to help much, and I've been taking Anafranil at 100mg. Nothing seems to be working and I fear for my health and my family. I want to be here for my wife and daughter, I fully realize that most of this is completely irrational, but i cant find any help and can't seem to escape this.
ANY advice, suggestions, help is extremely appreciated!!!
Thank you","['OCD', 'Thought', 'bathroom', 'Rituals', 'washing hands', 'obsession', 'fear', 'compulsion']",1,1,1,1,1,1
"Reading the book Stop Obsessing!: How to Overcome Your Obsessions and Compulsion, authors talked about a place, where is possible to develop a 21 day program to overcome the OCD
Thing is that, for some months I've been trying to do the program by myself, but I have found this is like studying: You can buy the books and study by yourself at home, or you can go to class and get a help boost to perform better during the study (despite you may have some homework to reinforce)
This is why I've decided to take a step foward and try to find a place to do this 21-day program (a place where this is done regularly). I don't want to treat with a professional that is sitting in """"his office"""" and talks behind a table about the problem. I wants something """"hands-on"""" just from the beginning! I've been going in multiple therapies for more than 10 years and they have been a total failure. Since I started the self-help program I've progressed like 10 times more than in all the 10 years with """"""""""""""""professional guidance""""""""""""""""
If anyone can help me out where to find some of what I'm looking for, I will really appreciate it. I'm from Spain, and I might consider going to England for 21 days if its needed (if you know somewhere in Spain where I can find this will be much better by the way)","['obsession', 'compulsion', 'OCD', 'office']",1,1,0,0,0,0
