post,prefLabel,obsession_first_checker,obsession_second_checker,obsession_third_checker,compulsion_first_checker,compulsion_second_checker,compulsion_third_checker,postAnnotations,mergedAnnotations,Compulsion exp,Obsession exp,agreed_obsession_label,agreed_compulsion_label
hi everyone ok know going leave logic coming thanx bobby yesterday aswell input situation basically left party walked male friend get take getting cab home spoke normally quite logic kicking kiss girl party basically remember panicing co mobile phone dead could write note saying talk cab driver anything paniced thinking oh going think 2mw slept think yesterday worry thought girl party would pancing dying guilt let alone worrying getting cab make sense think making thought linger quite cuddly girl party hung arm around eachother mind must really run mile came story mentioned sooo faithfull consider snog bad sleeping someone would felt guilt,"['Thought', 'guilt']",0,0,0,0,0,0.0,['thought'],"['guilt', 'thought']",,,0,0
period ended back obsessing breast basically left higher right realizing idea thought actually way around looked three year even blindly measured yesterday ruler decided left much bigger right remember left fraction higher right despite right much bigger viewed side remember asking mom reassurance believe pointed anyway looked whole breast top sitting left still small compared right actually fraction higher mean le cm stood asked brother said left minuscule bit higher right viewed side short height brain still clutching straw day ruined prof nothing seems mind sort look edited january 26 2015 phili,['Thought'],1,1,1,0,0,0.0,['thought'],['thought'],,,1,0
hello everyone new member forum well used post year ago wanted say hi ocd sufferer 29 year old diagnosed 14 year old though believe childhood prior diagnosis currently suffering relapse work nearly 3 month quite housebound problem fear cause harm others contamination problem involving inability use loo one home excessive cleaning routine around using toilet approximately 1 hour per trip though without gearing involved effectively take around 3 hour time working checking excessive taking hour unpaid time seeing nh psychiatrist trying find suitable medication soon starting drug number five tried last 3 month currently cbt available due lack trained professional severe episode eventually hospitalised 3 week feel improve soon may hospitalised exhausted depressed think dying every day losing carry last time got ill hope recovery time feel life going constant round relapse partial recovery last bout never fully recovered minimal ocd level family support dropped novelty relapse worn partner remains loving supportive think people understand feel alone want demoralize sufferer worth pointing probably average severity experience average sufferer flip side vast knowledge experience ocd also experience hospitalisation offer advice would glad help best wish,"['fear', 'toilet', 'checking', 'Medication', 'hope', 'drop', 'OCD']",1,1,1,1,0,0.0,[‘excessive cleaning’],"['ocd', 'fear', 'medication', 'toilet', 'checking', ‘excessive cleaning’, 'hope', 'drop']",1.0,,1,1
phrase bump road often used something go wrong bump road mean thing grind halt go backwards negative problem ocd anxiety easy see negative situation rather positive afternoon boyfriend honest chat relationship normal routine changed summer mental health got worse moved smaller place home looking job finished uni spend time constantly mean easy lose sight much appreciate lose normal conversation need ask spent day room realised trying help get better bubble wrapped taken chore made part routine ocd based around theme loss fear losing closest routine adopted recently exacerbating problem unhealthy said agree need start spending time apart hour day two would happen anxiety get full time job spent past year constantly together obviously would increase ocd stopped spending time friend away started cry talking upset mental health impact health whole host thing giving proper routine day week uni go parent work found yoga class go one evening week spend time friend family cook half week day reclaim fair share chore bump road stop car moving week ago conversation would frightened life positive way get better get sod ocd need reclaim life conversation bump road motivation need hope member bump road share part life got keep car moving forward,"['fear', 'talking', 'hope', 'anxiety', 'anxiety', 'OCD']",0,0,1,0,0,0.0,['theme'],"['ocd', 'fear', 'talking', 'anxiety', 'hope', 'theme']",,1.0,1,0
hi everyone posted tried stay away forum thought nothing help feed anxiety thought anyway bad time minute appreciate guy problem perhaps repeating everything thousand time open nowhere else turn blame one replying one cuold take moment help little would really grateful anyway trying battle pedo say think ocd started around 18 month ago never looked child trying exposure looking image girl catalogue internet facing anxiety honest mixed result may know sometimes hit unstoppable feeling attraction heart sink immediately sit imagine trying battle feeling took approach allowing feeling freak honest sometimes attraction go indeed image come across one point would groinal response everything nothing well good would think jsut know take feeling attraction subside street young girl may walk fixated instantly start checking attraction help check attraction even looking image check else supposed think look image mind automatically work attraction something never understood yes become fixated worry feel horrible time looking need clarity drove past girl perhaps 5 year old mind screaming attraction time sit stare let attraction subside supposed carry exposure like anything else stand walkign around little girl would thought nothing interested girl young girl attracted must keep looking wait subside one come side would love talk 21 year old feel though living nightmare hope well thanks paul,"['OCD', 'checking', 'interest', 'hope', 'anxiety', 'anxiety', 'Thought']",1,1,0,1,1,0.0,"['image', 'thought']","['ocd', 'image', 'checking', 'interest', 'thought', 'anxiety', 'hope']",,,1,1
sorry start new topic received call centrelink like social security australia enquired employment allowance condition job go back woman rang place employment office clerk said work anymore going meeting bos back fell bad depression went time passed could see even make contact wanted write letter anyway may sound like catastrophizing feel empty low right typical trigger usual thinking point everything really wanted return old job high hope tried get carried away tried past return break devestated much thinking ever joke mess seriously job licence nothing total screw worth giving feeling mum 60th birthday today holding sadness contain anymore feel also convinced give thinking much help take hell anymore much trying hold getting better rang place work say old work bos store manager would ring back feeling empty point something alway shatter much really really distress right much pressure sounding like pathetic little sod wanted get house much financially made hard mum dad hate know strong alway abusive never supportive made situation idiot still anyway nothing worth staying earth anymore going write anything graphic sorry tear hopeless written offended new guess screwing usual sorry everyone fade away soon possible confused1 crybaby edited august 27 2009 guest,"['office', 'depression', 'sadness', 'hope']",0,0,0,0,0,0.0,[],"['sadness', 'depression', 'office', 'hope']",,,0,0
keep busy exercise keeping mind distracted eas burn stress u get busy burn stress let u get time resentment lead unhelpful emotion stop asking question rumination make thing worse accept thing focus reality imagination try yoga meditation engage intrusion give power get distracted thing like change accept fight happiness switch negative positive bias become great dismisser stop worrying worrying resolution using problem solving technique live present moment smell flower taste coffee relax let go effort learn let go bus journey love liverpool street station charing cross sit upstairs enjoy landmark relax seat love wandering round market focus object viewing place edited february 11 2015 taurean,"['joy', 'object', 'happiness']",0,0,1,0,0,0.0,"['rumination', 'intrusion']","['happiness', 'rumination', 'joy', 'intrusion', 'object']",,1.0,1,0
ok last week doctor increased clomipramine 150mg sure feel related increase one week pretty quick start feeling effect increase resulting feeling one grounded derealisation almost anxiety free still got thought feel almost separate look distance strangest thing know think anymore taking away anxiety almost removed motivation obviously burden also motivation thing feel kind limbo longer feel anxious yet longer know feel hope however start recovery need referral psych cbt team materialise,"['Thought', 'hope', 'anxiety', 'anxiety']",0,0,0,0,0,0.0,['thought'],"['anxiety', 'hope', 'thought']",,,0,0
excuse spelling mistake post long back e since lunch managed slit hand wrist open corned beef tin lunchtime consequently typing one handed agony lol e know nicest place found triggered big time ocd wise thing witnessed today well coping fairly yukky injury really resting bored feel like could support right really lot ifs everything happened today cleaned properly got mrsa wound open go back way closed wound good enough complication arising dr saw thought id self harming till explained happened nurse triage lovely spesh cried co hurting load anyway back home feeling fairly rotten going able write least week mean able complete admin college going ask extension piggin well need anyway rant taken half hour write stupid line lol,"['OCD', 'Thought']",1,1,1,0,0,0.0,"['thought', 'hand']","['ocd', 'thought', 'hand']",,,1,0
hi worry harming others thought horrendous sometimes get unwanted image stabbing someone stay see sharp knife harming others thought come mind home ritual hold sharp knife show lose control sometimes go kitchen outside lounge hallway family sitting show would go lounge ever lose control however still worry ocd make go room front knife get rid thought would never ever carry thought worry ocd make ritual front family next get scared think going use knife see quite concerned minute idea please ben edited november 17 2010 benjamin,"['Rituals', 'kitchen', 'outside', 'hallway', 'OCD', 'Thought']",1,1,0,1,1,0.0,"['unwanted', 'image', 'unwanted image', 'thought', 'ritual']","['ocd', 'rituals', 'unwanted', 'image', 'unwanted image', 'ritual', 'kitchen', 'thought', 'hallway', 'outside']",,1.0,1,1
invited go along park tomorrow organised organisation mainly helping young parent volunteer everyone quite friendly really friend lot close worried ill feel left go good big group people get nervous withdrawn sure put people already told kid would go knew would able change mind getting quite worried trip thought maybe could chaet little drive car rather join 40 people coach especially knowing able leave whenever like oh situation difficult thought need take u etc stress might write list minute get mind wish luck x,['Thought'],1,1,1,0,0,0.0,"['theme', 'thought']","['theme', 'thought']",,1.0,1,0
two day induction work come thursday first day worried day keep going thought able thing ask etc even waking night worrying worst thing mood motivation improved much worried going effect trying start work working 9 hour day 3 day worry hour going long three day going much change time eat etc also worry day free still going nothing feel upto happened yesterday today see happening rest week thursday put mood week,['Thought'],1,1,1,0,0,0.0,['thought'],['thought'],,,1,0
well seems eye storm thing seem calmer began last night thought slowing carrying weight fear overall feeling bit calm happy suspicious happy moment well almost every thought emotion find making sure thought time happy daft know habit constantly guard suppose another habit need break let go morning caught thought formed knew situation mind going throw one result spike actually felt sense victory beaten thought punch guess show good deal habituation particularly fear coming either wary truly fearful course came question like calm slight nervous feeling happiness etc etc stopped rumination moved still sense nagging back mind say keep checking see scared going get work try ignore odd thought pop trying refocus react feel like decisive moment let go make real progress thoroughly fed thought dare say bored way fearing mind also feel bit derealization lifted course change make suspicious,"['happiness', 'checking', 'fear', 'Thought']",1,1,1,0,0,0.0,"['fearful', 'rumination', 'spike', 'thought']","['happiness', 'fear', 'spike', 'rumination', 'checking', 'thought', 'fearful']",,1.0,1,0
hi would really appreciate advice please guy know previous post christmas precious time 25 somethign hold dear pure ocd rear head time worry thought generally feel anxious lot time particularly whilst alone suffer ocd hardly day fantastic cbt therapy time year tried book appointment gp get mid december writted letter fluoxetine 2 x 20mg day done many month sure would approve would rather get soon take work rather wait appointment wondered anyone thought would plan take next month short term fix try help relax enjoy christmas could take two minute write reply would really appreciate time jon edited december 2 2008 guest,"['joy', 'OCD', 'Thought']",0,0,1,0,0,0.0,['thought'],"['ocd', 'joy', 'thought']",,,0,0
hi saw forum another sufferer told health professional told ocd ocd ocd real illness like common worry amongst ocd sufferer recall first diagnosed year ago feeling relieved explanation everything worried fast forward episode something often ruminate anyone relate give pointer got past,"['Thought', 'OCD']",0,0,1,0,0,1.0,['thought'],"['ocd', 'thought']",,,0,0
hello noticed people put message allowed far know mean people start thread go relies something like separate post apparently allowed post removed always deleted chris,[],0,0,0,0,0,0.0,[],[],,,0,0
hi everyone new site seeking advice struggling ocd since young first instance revolved around drawing cartoon child repeatedly drew cartoon hour hour perfect image never actually produced full comic strip stuck making sure could draw cartoon repeatedly degree many instance since including exercise regime buying clothes one stuck disorder come buying shoe never seem buy pair shoe fit foot say fit schema shoe fit like really impacting life buy new pair running shoe spend several hour analysing ok please one lend advice combat,"['site', 'OCD']",1,1,1,0,0,0.0,['image'],"['ocd', 'image', 'site']",,,1,0
get feeling wanting go gay bar head thought crossed mind afternoon really killing seem come reason convince want go feel like time go one long seem get head wish thought never crossed mind genuinely feel like want go ready go one something,"['OCD', 'Thought']",0,0,0,0,0,0.0,['thought'],"['ocd', 'thought']",,,0,0
never told anyone self harm hate horrible illness much way make feel better hurting physically nobody know yet carry burden thank,[],0,0,0,0,0,0.0,[],[],,,0,0
hi well know long history ocd past 7 year pocd particular may slightly related really hoping get non judgmental opinion basically recently realised cocaine addict went bad stage lot drug nothing year stopped effort got job etc since year ago started using cocaine main issue last year every day month time whenever afford twice week bad still never felt like never relied enjoyed lot stuff focus stopped automatically without effort get really severely unwell ocd lose interest drug kind time mind wrapped ocd last thing thinking getting high month ago friend tell thing implied might problem became little obsessive anymore since others said guilt feel using never feel like need rather want hate using term addict implies victim almost put position disease help couple friend act like thing past experience bringing drug psychiatrist result focusing completely away ocd main issue cocaine affect ocd worst episode ocd occured ever touched drug want blame everything drug usage psychologically since considered thought addicted feel like power taken feel like need panicky get depression etc coming piece cake compared dealing ocd still difficult think want get back enjoying life without feeling great creative productive expensive pretty soon financial situation going change living little way able afford regularly waiting list cbt specialist anxiety disorder hospital waiting age mess make start drug program also couple people know mum know past risk family member finding huge stress minute would really upset disappoint anyone advice,"['interest', 'guilt', 'disease', 'Thought', 'depression', 'Anxiety disorder', 'anxiety', 'anxiety', 'joy', 'OCD']",0,0,0,0,0,0.0,"['thought', 'obsessive']","['ocd', 'disease', 'joy', 'obsessive', 'interest', 'depression', 'thought', 'anxiety disorder', 'anxiety', 'guilt']",,,0,0
would country look like well would clean neat would need police although fear aggression aggression would non existant would good social system hospital best psychatrists social democratic system fueled high moral disease would also kept minimum know mean would also efficiënt country bad think lol venting anything add,"['fear', 'disease']",1,1,1,0,0,0.0,[],"['disease', 'fear']",,,1,0
nothing ocd nearly three year nowhere hit like ton brick always come back even worse last time turn kind zombie feeling like spaced time make feel dangerous frightend acting thought,"['OCD', 'anger', 'Thought']",0,0,1,0,0,1.0,['thought'],"['ocd', 'anger', 'thought']",,,0,0
well ocd recovery question anyone would kind enough answer term ruminating refusing think something also form avoidance good way take mind completely away thought pretty good tends linger like shadow also information backdoor relapse would good trying hardest avoid one struggling point thought bother le thank,"['OCD', 'Thought']",0,0,0,0,0,0.0,['thought'],"['ocd', 'thought']",,,0,0
bad patch ocd pure case riding storm waiting week month feel better get thought system quite quickly sure make sense always found zone call take week maybe month recover pull fall trap everytime trigger take long time get top another question bad patch feel funny like someone else daze everything feel different like looking mist something also problem word unclear really bothered speak sometimes people ask time say end repeating sure people relate feeling mo sorry question post mind throwing sort wiered thought momentand keep coming complicated last one intense someone must advice rid hell giljotiini,"['OCD', 'fall', 'Thought']",0,0,0,0,0,0.0,['thought'],"['ocd', 'fall', 'thought']",,,0,0
hey guy oh god well never knew would name problem let alone ton website dedicated picking scalp shoulder since teenager 26 find stressed worried generally fidgetty nature sit still always either picking head chewing cheek chewing finger fiddling something addition tend social phobia time small time significant blushing problem also ob disease cancer ugh hard even type word hiv std etc etc thought generally anxious person guess ocd anxiety tend go hand hand though many ocd people drink lot relax feel ease always lead anxiety depression next day anyone else agree anyway found cure stop picking scratching etc get false nail put every couple month thickness nail allow get scab end picking head anymore head clear day stay clear long nail stay wanted share people hopefully someone else try help good luck everyone,"['site', 'disease', 'Thought', 'depression', 'hope', 'OCD', 'anxiety', 'anxiety']",0,0,0,0,0,0.0,"['thought', 'hand']","['ocd', 'disease', 'depression', 'site', 'thought', 'anxiety', 'hope', 'hand']",,,0,0
25 ocd since around gay man ocd obsessed subject peadophile would go head seeing thought occurred checking past dark cloud making false memory started ob murder rape everything bad would believe id hurt someday every day create false memory 2 year ago breakdown put high ant depressant psychotherapy good 2 year still sensation proxy ignoring knowing sure back dangerous place stuck knowing mind come london mum house feel better waiting see therapist friday convinced pedophile feel sick unable sleep body feel exhausted like end thought get used constantly checking groin area see moment obsessively detail know people suffer thing checking physically thinking growth anything used thing dream child near would nervous guess wait therapist thanks reading,"['anger', 'OCD', 'Thought', 'checking']",1,1,0,0,0,0.0,"['rape', 'sensation', 'thought', 'obsessive']","['rape', 'ocd', 'anger', 'checking', 'obsessive', 'sensation', 'thought']",,,1,0
hi guy really know explain got bad time really confusing ocd one day made thing even worse possible thought actualy make thing worse last night finally long time sure heart saw clearly would love family boyfriend love like thought often usual almost forget ocd work another thought come back square one bid long please read need advice always one step forward two step back every little improvent suddenly morphs big worsening tired little introduction noticed last 2 day thought le bothering still moment anxious seemed le strong could manage anxiety wednesday exam university bus way university head full thought disminished met classmate started talk exam hour later still waiting turn another student never seen came girl pretty face saw overwhelmed anxiety awful started thinking love must love first sight girl pretty elegant face blond long hair good looking first thought least usually think pretty girl look like besides bit masculin wearing leather jacket bit overweight definitely graceful point sick mind started thinking looked like sadly stereotype homosexual girl started think think pretty like must like look like lesbian point screwed heart started racing could concetrate anymore hell started stare see really liked like worse felt would understand seeing perfect curvy girl beautiful leg hair thinking wow pretty would normal seeing girl even find good looking thinking like mean see something scared hell classmate started talking anxiety slowly went lower yesterday thing started going bit better though morning anxiety still bad day almost vanished point moment could think even worrying felt great last night doubt scale 1 10 around 4 pretty good morning woke usually morning lot anxiety terrified thought would come back strong started force remember felt yesterday used genuinely thinkg much would love boyfriend thing like rememberd dream last night weird dream dream running away husband friend mine girl one scene dream friend bed know join butt someone knocked door husband started flee remember woman bad nightgown situation ambiguos felt weird think morning husband found first arguing hotel lobby started give receive oral sex sexual intercourse public place woke confused anxious felt ashamed like hell even know kind dream actually dream worsened anxiety anyway morning tried let thought take realizing anxiety almost doubt feeling something right really worried might like woman anything point ocd started kicking saying wow shame like woman bit freaked let ruin day today also went see therapist spoke lot trust issue inhability around others worry lot people may think let self psychologically bullied high shcool trust anyone whole day today felt positive attraction towards girl thought ithey vague even pay much attention could even listen gay guy song radio without feeling anxious felt evening though saw woman tv singing pretty enough shor hair really like woman started thought girl university minute later mom looking pic internet found kind provocative picture white tshirt nipple quite visible felt weird suddnely anxious know meant decided try litle erp excercise typed breast google looked 2 minute picture woman breast try control anxiety worked quite well lot thought even feel attracted anything noticed looked good others realized feel unconfortable looking kind breast though bug point day without thought started wondering maybe ocd went away easily thought 2 year got worse last september tonight came back started thinking see even without ocd still think thing taht must like woman know true put mind rest right besides strong interest guy contrast fear liking woman sure like woman ifs like men either kill it0s true hate earlier tonight looking picture acotr used love ryan oc thought wow really cute rememberd another actress worked show always thought pretty rachel bilson looked picture saw pretty started thinking think cute think rpetty know one really like bug sooo much mean fantasy marring actor think hansome think girl pretty basically perfect course fancy either know heart anyone relate feel like going anywhere always stuck one good day 2 bad day rest life,"['overweight', 'talking', 'singing', 'interest', 'fear', 'shame', 'OCD', 'anxiety', 'anxiety', 'Thought']",1,1,0,0,0,0.0,"['homosexual', 'thought']","['ocd', 'homosexual', 'anxiety', 'fear', 'talking', 'interest', 'shame', 'overweight', 'thought', 'singing']",,,1,0
day well everyday really wake think okay got handle year meditation cbt act professional therapy equipped tool handle handle today tell utmost enthusiasm every day get bed today go battle ocd lose thought come even leave bed first allow space let come stronger stronger person demon start hallucinating lose mind breathe trying remember tool learned throughout countless hour therapy breathe allow thought make room tell thought cloud passing sky seems work short thought mount another attack fierce seems satan sent help engage secretly want harm never hurt anyone everyone know kill would never poisoned food poison food wait would poison food going eat food anyway would poison become aware engaging breathe tell anxiety okay lean thought accept presence thought tell okay typical day massive guilt properly use mindfulness look relationship ocd alcoholic relationship alcohol think addicted adrenaline rush creates intense get high fix ironic part brain way working help protect metaphorical lion know wrote sometimes think writing stuff highly beneficial yearn break cycle happy feel tomorrow another day feel try love thank taking time read edited september 4 2015 takeacti0n,"['anxiety', 'anxiety', 'guilt', 'writing', 'OCD', 'Food', 'Thought']",1,1,0,0,0,0.0,"['sensation', 'thought', 'hand']","['ocd', 'food', 'writing', 'sensation', 'thought', 'anxiety', 'guilt', 'hand']",,,1,0
thought however insigificant significant life whole world different place country timezones life would share like got morning last minute half eight work get throw roughly together co way feel right bothered spend time anything properly would rather spend extra half hour bed face world anxiety today grab something convenient eat drive work going business feeling bad inside break come lunch eat old rubbish care figure health feel bad get little minute enjoyment food least bit enjoyment day pass relatively ok good humoured hard working throughout despite immense anguish depression brain approx home laptop trying convey feel holding back tear eye co sad feel thing life really bad feel deserve enjoy life bad person occasionally get thought thing like turn huge distress pain happened night whilst showering thought shocked led another shocked threw deep depression kill free terrible misery capacity feel good good yet feel deserve sick liking call brain never leaf alone even today work know go supposed ruminate nothing relief pain nothing stop guilt downright hatred ask god horrible condition deserve life thanks anyone taking minute life read mine wherever indeed sprawling strange world answer nicola,"['anxiety', 'anxiety', 'feeling bad', 'Food', 'guilt', 'depression', 'shock', 'Thought', 'joy']",0,0,0,0,0,1.0,['thought'],"['food', 'joy', 'depression', 'shock', 'thought', 'anxiety', 'guilt', 'feeling bad']",,,0,0
sure would useful anything wondered anyone would like write ocd affect one period would give insight challenge people different ocd symptom face perhaps could used inform way would anyone like share typical day think focusing much problem rather solution xx,"['symptom', 'OCD']",0,0,1,0,0,0.0,[],"['ocd', 'symptom']",,,0,0
spent day beach yesterday sitting sun friend family beer eating oyster found hundred thousand prawn caught fresh sunburnt exhausted completely refreshed sun felt gorgeous skin company good stomach sore laughing ahhhh day memory made,[],0,0,0,0,0,1.0,[],[],,,0,0
girlfriend split today fele low alone wonder ocd contributed knew nothing said never clicked bound alone life stop cry say still want friend told go paul helpsmilie,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,,0,0
hi everyone often read opposite tell u want stay bed cover miserable told get active distract worry greatest extent find true tried found quite often resulted bottling everything leading major stage since realisation decided occasion purposefully give exactly mind telling go bed stick head pillow gloomy bit placing kind time limit though perhaps hour two allowing miserable sleepy rising getting found really help express inner feeling seems give really think sometimes need cry corner alone someone shoulder whatever anything else bottle like time bomb waiting explode know anyone else feel hope everyone ok today,"['site', 'anxiety', 'anxiety', 'depression', 'hope']",0,0,0,0,0,0.0,[],"['anxiety', 'hope', 'depression', 'site']",,,0,0
hi really got right mess moment stop picking face go get work although thankgod run business husband understands although make stressed work also job beeen picking face 15 year yes lot scar last 3 year seeing counsellor looked past dark dingy place full broken family broken heart neglect low self esteem thought would moved 2 beautiful child 21 year 13 going 20 always discus issue hopefully know better follow desperate way desperate feel harming stop try hard hurting feel far away trouble around mother last year developed cancer nearly died infection suffering dimentia go home see heart bleeds want talk used cry hurt miss much like anymore dream every night dream phone ring even get bed thinking know really making picking worse really drive mad look blotchy bad get house even get shop clog spot scab make look even worse good month really thought would cracked stopped know never feel desperate inside frustration self hatred,"['hope', 'stroke', 'Thought']",0,0,0,0,0,0.0,['thought'],"['hope', 'stroke', 'thought']",,,0,0
hello miffy welcome come good place many people understand going thru sympathize better yet offer good advice already seen pleased hear going back doctor someone recommends deal bdd high mark courage bring know hard took ton courage part extremely proud clapping completely sympathize diagnosed bdd past amongst thing grrrr time simply leave house reason like child mercilessly teased odd word torment skinny enough good enough sport even though female whatever else supposed bullying classmate truly terrible anyway glad getting help believe get better lot better fact nosy lol mention whether kind support group aside excellent self naturally laugh need actual support group something like friend family one understand church group people share interest hobby help much people talk upset therapist great see could ask moving suspect husband would strongly object haha telling day want go around like bag much solution hang keep posting make lot friend original,"['Bullying', 'interest', 'object']",0,0,0,0,0,0.0,[],"['bullying', 'interest', 'object']",,,0,0
hi everyone hope okay today tricky day always really sociable sometimes even centre attention party recently thinking unintentionally everywhere go feel though behaving really weirdly sometimes bit anyone else think due combination ocd bad experience,"['hope', 'OCD']",0,0,0,0,0,0.0,[],"['hope', 'ocd']",,,0,0
well sure feel whether believe told clinical psychologist saw today would like diagnosis constantly blaming way loathe give label understand say yes experiencing ocd thought would feel lot better official diagnosis thinking managed fool absolutely nothing wrong seems either coming woodwork lately medium becoming fashionable suppose pretending awful lot year perhaps believe know anyway stop rambling finally got wanted diagnosis happier ah well least feel guilty using site lol sweetie x,"['OCD', 'Thought', 'guilt', 'site']",0,0,1,1,1,1.0,['thought'],"['ocd', 'guilt', 'site', 'thought']",,,0,1
hi anyone provide link think breath wrong thanks z x,[],0,0,1,0,0,1.0,[],[],,,0,0
accepting uncertainty still incredibly hard believe getting way treatment one thought getting tizzy thing looking uncertainty different way easily embrace uncertainty give benefit doubt really know let hook instead,"['Treatment', 'Thought']",1,1,1,0,0,0.0,['thought'],"['thought', 'treatment']",,,1,0
hi anyone relate feeling impulsive general sure correct way describing might wrong word know say need somewhere certain time wait till last minute rush panic know could get ready earlier feel also sometimes like must get something freeze move someone waiting tend thing could wait till later hold performing task see easier way still stick difficult way sometimes afraid drop phone electrical item damage end risking without protective case le careful want know would cause misery upset something break example window vac bathroom sound random steam broke first one yet still leave new one think nah noticed really weird thing like set fail upset want wreckless atall wondering part ocd impulsive compulsive behaviour like need problem anyone follow relate something wondered long time always worry one create one feel lost without worry odd thank reading x,"['drop', 'bathroom', 'OCD', 'Compulsive behavior']",1,1,1,1,1,0.0,['behaviour'],"['ocd', 'compulsive behavior', 'drop', 'bathroom', 'behaviour']",1.0,,1,1
anyone tried eft emotional freedom technique used time seem gain relief might worth look free unauthorised website link removed moderator,['site'],0,0,1,0,0,0.0,[],['site'],,,0,0
normal feel like lieing,[],0,0,0,0,0,0.0,[],[],,,0,0
hello reading treatment ocd uk america seem common theme different hospital someone first arrives hospital create treatment plan involving cbt workshop mindfulness workshop restructuring workshop strict timetable activity day designated time free time anyway apart little blip today tried stick schedule wondered would help anyone else thing set time carry erp exercise helpful make feel control designating time practice mindfulness meditation exercise post obviously might different different people would use book video instead workshop erp edited march 15 2013 annabel,"['OCD', 'Thought', 'Treatment']",0,0,0,0,0,0.0,"['theme', 'thought']","['ocd', 'theme', 'thought', 'treatment']",,1.0,1,0
hi away little recovering feel bad visit forum often feeling well discovered often keep ocd cykle longer hero people beaten ocd keep helping people unselfish however feeling really good couple week really good applieing therapy four step main issue relationship based worry mostly love husband sometimes worry context said good enjoying life late saturday thinking gratefull life family sunday morning dream guy one closest friend couple falling love sure love attracted flattered beleive spend lot time analysing trying remember history woman close friend child close friend spend many happy time couple husband like much feel bad dream feel betrayed husband girlfriend two getting married fall event looking much forward always nice celebrating love two people care wondering wether dream telling something really fancy really feel heard marriage feel bad able enjoy party womderful husband mean something know sound like ocd rant probably really bothering dream occured could understand better middle bad ocd period spend day week actually know dream everything know fear prone occour dream worrieing phase dream telling something really hope offer advise aware sholdnt reassure need kind comfort understanding anyone know understand dream never really beleived dream interpretation nonsense kind gal ocd kick common sense díssapears love dupont,"['fear', 'hope', 'joy', 'fall', 'OCD']",0,0,0,0,0,0.0,[],"['ocd', 'fear', 'joy', 'fall', 'hope']",,,0,0
ok dream sex ex boyfriend dream felt real woke morning checked call log text message see contacted thought could deleted mailed facebook ask wot upto yesterday said thought seen replied girlfriend could dream real believe feel guilty etc horrible could almost swear dream real dream cheated boyfriend ex pregnant ocd,"['guilt', 'OCD', 'Thought']",0,0,0,0,0,0.0,['thought'],"['ocd', 'guilt', 'thought']",,,0,0
sure actually happened whether dream intrusive thought brought ocd hit godson know would never seems real sure dreamt intrusive thought would think keep going round round head grr confused aim xx,"['OCD', 'Thought']",0,0,0,0,0,1.0,"['intrusive thought', 'thought']","['intrusive thought', 'ocd', 'thought']",,1.0,1,0
yesterday rachie posted telephone topic ocd thriving fear fear certain like light went dark corner mind explains behave confirms suspect ocd appointment gp monday going talk result also told husband thinking feeling think may ocd talked little bit reason telling due fear fear would react would reject laught pooh pooh fear rejection big hang mine none thing claim understand saying accepted agreed talk doc concern doc hand pill send away time sit talk patient mind trying pill refer mental health team well know ocd young till got away father realise intrusive thought mental ritual type came website feel quite vulnerable also hopeful get answer,"['Thought', 'site', 'hope', 'OCD', 'fear']",1,1,0,1,1,0.0,"['intrusive thought', 'ritual', 'thought', 'hand']","['ocd', 'fear', 'site', 'thought', 'intrusive thought', 'hope', 'ritual', 'hand']",,1.0,1,1
yeah background good opportunity let stay whilst engaged day ocd obviously stated imperative checked carried regardless done healthy stuff good day,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,,0,0
know ocd ocd whatever flavour came across article person fear gay although titled teenager applies gay fear detail recovery well another great article fred penzel http hope help legend,"['Thought', 'hope', 'OCD', 'fear']",0,0,0,0,0,0.0,[],"['hope', 'ocd', 'thought', 'fear']",,,0,0
suddenly got feeling something bad going happen something soon something going happen really stressing really worried feeling scared good day spilt boiling hot chocolate leg burned leg bad sit sofa age ice pack started go fresh air bandage blister fell skate board bad luck day worried worry pop head know dread feeling getting worse beth xx,"['boil', 'blister']",0,0,0,0,0,0.0,[],"['boil', 'blister']",,,0,0
sweetie said even though gay ocd really identify feeling urge regard ocd legend say urge feel real u become stronger actually start believing frightening character u think really capable thing fact capable thing fear might difference choice act thing choose hey clever wee woman going nominate sainthood kept going day ocd rarely recognised name dr claire weekes one thing taught accept thought feeling urge part nervous sensitisation refocus find something interesting go make girlfriend carol x,"['fear', 'Thought', 'interest', 'OCD', 'urge']",1,1,0,0,0,0.0,[],"['ocd', 'fear', 'interest', 'thought', 'urge']",,,1,0
dear friend using forum late still still member still battling away ocd working day job people wide variety mental health problem 2011 looking forward autumn ocd awareness week fantastic christmas card late year due big freeze thought would send christmas greeting ashley moderator fundraising volunteer via forum thank splendid work year thank support given lot people besides deserve thoroughly good festive season however mark happy festival everyone us lot love tez,"['Thought', 'OCD']",0,0,0,0,0,0.0,['thought'],"['ocd', 'thought']",,,0,0
hi last day really bad thought making feel really scared think go weekend tried positive feel like going mad evil want thought go away today work feel really depressed axious seeing physciatrist tomorrow sure ocd getting worse analizing thing much like walked park morning tried focus something like flower grass mind put big negative thing know anymore amico,"['OCD', 'Thought']",1,1,0,0,0,0.0,['thought'],"['ocd', 'thought']",,,1,0
