post,prefLabel,postAnnotations,mergedAnnotations,enriched-ontology-obsession,enriched-ontology-compulsion,obsession-expert,Compulsion-expert,Explanation
"Hi everyone, I am really upset because I was doing so well and then I went out partying for my birthday with a bunch of friends and the next day when I woke up I started worrying that I did something bad while I was drunk (I didn't and everyone said I was just really funny and great to be around) but the worrying I did until I found out I did nothing wrong triggered my OCD. Now the violent images are back and I find myself washing my hands a lot again. This stinks....I was doing so well and now I am afraid that I am going to harm someone or that I want to harm someone. I just wish the images would go away and I could stop doubting myself all the time. I hate this stupid disease. I don't want to hurt anyone especially not the people I love so why do I keep getting all these stupid images/thoughts????","['OCD', 'washing hands', 'disease', 'Thought']",[],"['Thought', 'disease', 'OCD', 'washing hands']",,1.0,,,
"I was out shopping and had to use the loo. While I was washing my hands the custodian was in and he got very, very upset with me, saying it was not fair that I was using too much soap and questioning why I was repeating the hand washing.
He was really loud about it and I felt even more ashamed than I usually do. What a rotten weekend in general, but this was a new low point...
A friend said how visible OCD is in my case. I wish I could hide it better. This incident didn't help. It stressed me out so badly - I went weak in the knees and started shaking.
Sorry for the negative post. I told one friend. But I guess I had to get this off my chest again.","['hopping', 'washing hands', 'shame', 'OCD', 'shaking']",[],"['shaking', 'washing hands', 'hopping', 'shame', 'OCD']",,1.0,,,
"Last night I witnessed an armed robbery well what happened I was with three friends of mine at a local Pub/Pokie machine club near home which we frequent at times& about at 9pm three masked men with big machete knives stormed into the venue they held up the place & went behind the counter and took money from the staff one of the men said to the people in the gaming room I could hear I think it was don't move or along those lines.We were sitting in the sort of lounge area the men didn's even say nothing to us my friends were sort of understandably had their heads down as you would I just looked up I couldn't help it I don't know why.
When they had finished they ran out& I just chased after the last guy I could hear the others or one definitely yelling to the one I was chasing hurry up as they had the getaway car ready,I ran outside and I saw the vehicle & registration plate of the car.I did have the thought afterwards quite a bit that I maybe should've tried to jump on the guy I was chasing I tried not to ruminate over this as I know with my OCD it can get quite crazy with the ruminations.
I don't really feel shaken or anything right now just maybe a bit stunned especially last night as you would,We had so much police who turned up later on as you expect ,detectives you name it I just feel mostly for the staff& people who were/are affected by this& one of the staff members was also held up in this place not too long ago actually :original: .
My head is a bit here&there right now I don't know what it is I'm seeing my Dr again today but lately my moods have been a bit over the place recently I've felt like being in tears at times I think I can see what has been getting on top of me I guess I feel a bit I don't know how to explain really I do know seeing people suffering has been tough also but only because I want to see them get better.I'm feeling quite a bit my life is lost really I don't know why I just get that feeling quite a bit .","['outside', 'Thought', 'OCD']",['rumination'],"['rumination', 'outside', 'Thought', 'OCD']",1.0,,,,
"Hello to everyone reading this, Diana isn't my real name and I choose to stay anonymous for many reasons. I haven't and won't go to my GP because I feel like I will be judged in a bad way and I can't risk my children being taken away from me when I'm a good mother.
The last few years have been tough on me but I have always managed to keep things together, I've never had any fears or OCD symptoms before, I've had them now for almost two years.
I've tried confronting the things that bother me but it hasn't helped if anything it's made me stress and panic more.
I've come to this forum for advice, tips or your own personal thoughts on what I could do to help myself. I'm not suicidal and have never been but I don't want that to be an option one day and I know for some OCD suffers that tends to be a way out.
I had a violent boyfriend who locked me in the house and beat me up repeatedly and told me he did it because he loved me and if he couldn't have me nobody else could and that's why I wasn't allowed to leave the house, the first chance I got I left him. I was in a bad way for a month but when the bruises went away I was fine and have been able to cope since. Years on I'm in a new relationship and have had been worrying about germs and cleanliness it all started since I moved in with my boyfriends family for a few months while our house was having building work done to it, within those months I saw his family do things that really messed my head up and haven't been able to get over it since.
Leaving me feeling depressed, the things they did were the little sister would place her hands in the dirty toilet and go around touching everything in the house, the mother would take the mobile house phone in the toilet and not wash her hands, the whole family wouldn't wash their hands after the toilet and the little girl would repeatedly wee in the bath tub instead of the toilet and the mother wouldn't clean it up and I would have too otherwise it wouldn't get done. I started not wanting to touch anything and felt dirty living there, i was constantly cleaning the house when she wasn't looking and constantly cleaning my hands. I moved out and into my own place and I'm much happier now but I'm worried about germs when I see people touch the gate after putting things in the bin, or when they take something out of the bin and touch the communal door or when I see people not wash their hands after the toilet I don't want them to touch me and I feel their contaminating everything with pee. I tried touching the bin and not washing my hands afterwards for a few hours but it made me feel light headed and sick and I know I won't die or get hurt from germs but I just don't like them but I also realise I can't control what others do I just need to someway come to terms with certain things and live my life happily. I just wish other people would be more hygienic and not use the exscuse of well some germs are good for you.","['fear', 'Suicidal', 'washing hands', 'bruise', 'OCD', 'toilet', 'symptom', 'Thought']",[],"['Suicidal', 'washing hands', 'bruise', 'fear', 'Thought', 'toilet', 'symptom', 'OCD']",,1.0,,,
"I feel like presently, I can’t go a day or so without having some sort of panic about copying and pasting a password or codes somewhere and I’m doing things like go on twitter and maybe copying and pasting a link and then I’m thinking oh God, did I just post a password. I don’t know how that could even happen but it doesn’t help me worry that I’ve done it. I’m kind of sick of it tonight. Tonight I did exactly that on twitter and I feel like the only thing I can do is change every password that I have. Seems excessive but I’m extremely freaked out. It’s OCD too I’m sure of it. ",['OCD'],['excessive'],"['excessive', 'OCD']",,1.0,,,
Hi everyone I’ve just been diagnosed with OCD after suffering for years on my own. I’ve been prescribed medication but I chose not to take it as the possible side affects we’re very severe and it freaked me out too much. So I was wondering if anyone has any advice on what I can do to help my obsessive thoughts. I’m also wondering if anyone does anything that helps them to stop doing there rituals as it’s now talking up a lot of my life and I’m sick and tired of it.,"['OCD', 'Medication', 'Thought', 'Rituals', 'talking']",['obsessive'],"['talking', 'obsessive', 'Thought', 'Rituals', 'Medication', 'OCD']",,1.0,,,
"What do you think of the Scwartz devotees who say that OCD is purely a biological condition and that you are born with something already skew-whiff in your head? I don't believe it. I think anybody in a given set of circumstances could develop OCD.
I would never blame a parent for the development of their child's OCD. But I do think that the parents unconsciously nurture the development of OCD in their child. I've had it since I was 5 and I've got a father with OCD and a mother who was literally scared of her own shadow. Everything was dangerous according to her. I put this down to her younger brother dying when he was a child, so she evidently formed the opinion that world is a dangerous place where children die.
I can't help but feel that if I hadn't had these two neurotic parents me and my brother would never have developed OCD. It's like they gave us lessons in """"""""How to be anxious about everything"""""""".
So many parents believe everything they read in the newspaper about how dangerous everything is and that there's a paedophile on every street corner. As a consequence they wrap their children in cotton wool and then expect the child to develop into a normal adolescent and adult.
Surely these parents are making their children feel like the world is dangerous and as a child it isn't far-fetched to think you'd develop certain little magical rituals and techniques to make you feel safe. Which could quickly snow-ball in to full-blown OCD.","['Rituals', 'anger', 'OCD']",[],"['anger', 'Rituals', 'OCD']",,1.0,,,
"I feel icky. Not physically sick icky but emotionally icky.
I've gotten through a really bad break up, my ex went off on me about being unattracted to me and lying to me and now with another girl, after half a year in the relationship it really feels horrible to be left like this.
Having a sexual orientation themed ocd makes this worse. I am *trying* my hardest to talk to other girls and be active and get out but it feels so difficult and horrible right now it's like I can't gather my strength or energy and I'm trying to flirt with another girl but it's so hard to do so and the issue is that my OCD keeps coming in and telling me I can't like other girls ever again or that I'm uninterested or whatever. I just feel depressed. I am going through weird days where one second I am absolutely happy and feel like I have moved past her and relishing in other girls, the next I am depressed and want things to go back, and then the next day I'm angry and am cursing and very erratic. It just really feels bad, I'm not sure how to take care of myself and slow down. It's just not fun right now and I can't see my therapist till next month so I feel really uncomfortable in my own skin and very alone. I am not liking myself lately and that is quite scary.
Hope everyone is well also","['interest', 'hope', 'OCD']",['theme'],"['OCD', 'theme', 'hope', 'interest']",1.0,,,,
"Does anybody else find it very difficult to talk about specifically the ocd spikes, to a doctor or health professional? Unfortunately, I went through a difficult time with stigma, with false memory ocd, and it became less about helping me and more about figuring out if I had actually done something bad. How can we stop this stigma? Why would anyone admit, on record to these thoughts and obsessive worries when all they do, is create a stigma for the sufferer and sling mud onto them. I know we have to look beyond this but lets have this debate and opinion, im interested.
  https://metro.co.uk/2018/04/07/ocd-tricks-memories-things-never-really-happened-7327069/","['Thought', 'interest', 'OCD']","['spike', 'obsessive']","['obsessive', 'interest', 'Thought', 'spike', 'OCD']",1.0,,,,
"I noticed that an overwhelming majority of OCD themes and triggers have to do with identity and self image fears or distortions.
Fear of being certain ways, or being like certain ways. Self value and self worth. Being """"""""the type of person who..."""""""" Then whatever fears there are about one's self image.
Do you think a large component of what drives OCD is this underlying fear of a distorted self image? Of course it's also about control and safety etc. though this seems to be a large part of it.","['OCD', 'fear', 'entity']",['theme'],"['fear', 'theme', 'OCD', 'entity']",1.0,,,,
"I dont want to annoy people with same same same but i have to ask. 
I had pedo theme, harm theme, false memories and, rdal event over things before but this drunken night last week feels different, its hard to explain. 
Before ive always had what ifs but there arnt any with my memories of me purposely sleeping on the sofa with my sister after havi ng thoughts all night and moveing my foot in an inappropriate manner, 
And that leaves me stuck, if i really wanted to do something with my sister then how can i live with that, i wish it was foggier but it seems clear. 
I feel an urge to confess to my partner but ive confessed of things before but never when it seems like ive pusued something to happen, i wish i could see this as ocd lies but i just cant and thats why i cant escape this","['Thought', 'urge', 'OCD']",['theme'],"['urge', 'Thought', 'theme', 'OCD']",1.0,,,,
"I am going to.ignore it today regardless... Its so hard right now as I nornally do these little rituals were I reasure myself its ocd and have to like say a ohrase in the right way about ignoring it but I am determined not to give in... But its getting really hard right nowww. Do I just keep ignoring it regardless of how bad, distressd I feel etc","['Rituals', 'OCD']",[],"['Rituals', 'OCD']",,1.0,,,
"I'm trying to get a handle on thus OCD thing and I now realize that my major problem is not the thoughts but the rumination that results from them. Especially since my rumination include horrible thoughts of me wanting to do the action in my thoughts as a form if checking, I believe.
So I'm trying to not ruminate at all (or at least a heck of a lot less). The thoughts are still there of course but when I get one, I notice it and then try to focus on something else.
My question is, but changing my attention away, is that considered thought suppression? Or am I dimply not engaging with them?","['OCD', 'checking', 'Thought']",['rumination'],"['rumination', 'checking', 'Thought', 'OCD']",1.0,,,,
"Hello,I'm having problems lately involving Sexual thoughts and urges,these thoughts have plagued me for the past 3 years on and off but of late they've come back at me with avengence. I saw a counciller for young people 3 years ago when i was 17 and she told me I had OCD,then i would get thoughts of attacking the person i was chatting with with a weapon and violent thoughts like that,I also got bad depersonalization which made me feel i was in a unreal world and that things didn't seem right,I got better since then although the thoughts that are really disturbing me are the sexual thoughts.
They started about 2/3 years ago hen I finished attending my counciller,the first thought popped into my head was an image of a baby which made me feel worthless I didn't want to speak to anyone for days and my initial fear was that I was a pedophile,I did get better although I now had sexual thoughts of this nature to deal with along with my other thoughts and anxiety,I coped on my own and learned to brush the thoughts away,although I did have my down days which I felt really depressed and worthless. I belive the reason I get such thoughts is that I lead a very unhealthy lifestyle and don't go out much,I have a social phobia at times where I feel akward in crowds or in pubs so I prefere to sit at home online.
Up untill a few months back I would watch porn almost everyday,which obviously turned me on,It would keep linking me to differnt pics as there was that many and eventually i seen things i shouldn't have,and being turned on previously it felt I was turned on by these images. I admit I was probly addicted to pornography and enjoyed watching girls on webcam as many guys do,but when I searched limewire for webcams I got 1000s of results and ones which read 12 year old etc etc,I thought into my self (**** sake) but curriosity got the better of me and I clicked on it,I thought it wont really be a 12 year old,nor did it look like it but then i seen her face I realised it actually was,I immedially turned white and my world felt like it had turned upside down,I stared to panik and feel like (this is the real deal I really am A pedophile),I just got ito bed and felt like crying,thankfully I went out and cleared my head although the thoughts plauged me for days after it.
Sometimes I brush these thoughts off and know I'm not a pervert,I have been doing this successfully for the last few months but latley I've been getting spikes when I see young girls on tele I think I'm turned on by them when clearly I'm not but it very hard to realize this at the time,then there will be days I will be like haha wtf was them thoughts all about then some they will get on top of me and cause terrible depression. I also suffer bad from depersonilization which is killing me slowly,I'm just finding it hard to go on with all these thoughts in my head nd just when i think theve gone away they hit me like a ton of ****.","['urge', 'OCD', 'fear', 'anxiety', 'anxiety', 'joy', 'depression', 'Thought']","['violent thought', 'spike']","['urge', 'violent thought', 'anxiety', 'depression', 'fear', 'Thought', 'joy', 'spike', 'OCD']",1.0,,,,
"If anyone would bear with me I would really appreciate hearing a voice of reason from someone other than my mum (who I love to pieces but she's somehow too close for me to be reassured by)...
Six years ago when I was spending hours in the shower with really bad OCD, my mum came in and picked up a flannel from the bath side that may have had a small spot of poo on it (from me using it to clean myself) and didn't notice, then wiped the leaking water off the side of the bath then put the flannel on the towel rail. She then picked up her keys and left the house to drive to work.
That was one small event mixed into a very horrible stage of my life, but I feel like I'm slipping back down the horrible slope because I can't seem to get the story I have just described out of my head.
You see my worry is that whatever tiny trace of poo may have been transferred to her keys, may have spread to the car and everything she touched after touching her keys. So, even though I cleaned her keys and keyrings a few weeks ago, and the house has been cleaned a thousand times, I can't help worry that anything she touched having touched her keys over the last 6 years could also have a trace of poo on..
If I explained this to another person, would they see reason in it and think I'm a dirty person/live in a dirty home? Or is my mum right, that even people who I make to understand the reasons behind my worry would still put no value in them and not be worried by such a tenuous chain of events... as in, they would think it was all so long ago and traces of poo wouldn't have stayed on her keys and still be spreading about today? I feel like reassurance of this alone would make me feel happy (and not irresponsible) to stop worrying.
I am so often ready to just to forget it all and decide not to worry because the endless worry and cleaning is so exhausting, and even more so because I should be focussing on my A levels not losing hours worrying... but then I convince myself I don't want to stop keeping myself clean of the house and after touching things that could've been contaminated, in case I could spread this contamination to my friends and that they would be unaware, such that if I explained what happened 6 years ago with the flannel, they'd think that I/my house was horribly dirty.
I just need to know whether general people would want me to worry about keeping clean of this, or if they genuinely wouldn't mind...
thank you for everything xxx
p.s. It's also really upsetting for my parents because believe it or not I don't worry about any dirt or germs or anything away from home - public toilets, transport, my own friends not washing their hands after the loo and borrowing my pens etc. In every other area of my life I am normal and not this stressful, uptight, horrible person but actually really chilled out... I hate what OCD worries make me, and I'm worrying it's also gonna stop me getting the grades I need for university I'm trying so hard to not let it take over my life, and have considered CBT again but don't really have the time for it in the lead up to my big exams.","['toilet', 'washing hands', 'OCD']",[],"['toilet', 'OCD', 'washing hands']",,1.0,,,
"Hi guys, doubt anyone can help me so just sounding off.I have spent the last two days crying .Doesnt take much and feel that Im going crazy.You have probably heard me before ranting on about my son who has ocd.His rituals began at 11pm with running up and down the stairs and touching walls and hand washing.
He has extremely bizzarre eating habits and only drinks water and fruit juice.Unfortunately I got evian 20 small bottles instead of volvic.He told his dad that he cant drink that.Im in pjs and still feeling weepy so not going out at midnight to get volvic.Now all I hear in my mind is Im a failure.Why dont I just jump off the bridge that Im so afraid to cross.Its just repeating over and over.
Going to go back to doctors in morning as prozac 20mg is not holding thoughts back these days.
Going to work I have to cross a suspension bridge and it scares me.I cant cross it unless I play a certain song on my mp3 player.I sound barking mad.Im not a bad person why do I feel like this.","['OCD', 'Rituals', 'Thought']",[],"['Thought', 'Rituals', 'OCD']",,1.0,,,
"Hi,
I'm supposed to have been 'looking after' myself this week, while my parents are away on holiday. But I've just been a complete failure - mainly because it take me soooooo long to do anything because of washing my hands. I take about 10 mins each time I wash them, sometimes longer, because I check them as well and flap them about to dry them :blushing: (can't use towels.) I've been doing loads of cleaning and in between cleaning each thing I wash my hands so it ends up taking ages. I've had to cook (lots of handwashing in between different stages), do washing - clothes washing (more handwashing) just daily household chores and it takes so long.
When my sister gets home from work, and asks what I've done I don't know what to say. I mean: what have I done? The answer is not a lot - and I can't exactly tell her about all my cleaning rituals. I hate doing things because of the time it takes and the anxiety it causes. Worse still, when she gets home she touches loads of things without washing her hands before, so I have been staying up late into the night cleaning them. This makes me wake up very late the next day, and by the time I've showered and dressed, it's getting on for 4pm, and all I've done is washed and dressed.
I missed college yesterday because I was so tired from staying up very late the night before, and I think I'm falling behind with the work. It's just not like me (I was very conscientious at school) but I just keep putting it off, looking for excuses etc because I know I am just a big failure. Everything I do goes wrong. I can't seem to pull myself together and do something about it. I know I'll have to be independent at some point in my life, and I'm dreading it. My parents have only been gone a week, and already I'm in such a mess. I'm so desperate here, it's beyond a joke (not that it ever was.)
I stuggle to cope sometimes when my parents are here, but when they're gone I barely eat and when I do I eat lots in one go and everything just gets thrown out of balance. I'm sick of being such a baby. Why can't I just do normal things normal people do and spend a normal amount of time doing it??
:crybaby: :crybaby:
~desperate fruitloops~","['Rituals', 'anxiety', 'anxiety', 'fall', 'washing hands']",[],"['fall', 'Rituals', 'anxiety', 'washing hands']",,1.0,,,
"I have been suffering from a great fear/phobia that i'm too embarassed to say right now, and it's all I can think about, I feel sick all of the time, i'm shaking right now, I can't eat or sleep, i'm almost becoming afraid to go outside...this is ruining my life.
Is this a symptom of OCD or am I just crazy? Reading some of the posts others have made about their fears seems to ring true to mine also.
I have suffered from OCD rituals in the past, repetitively touching things, even/uneven numbers, doing things until they feel 'just right' etc, I also suffer from anxiety and panic attacks...help?","['shaking', 'outside', 'Rituals', 'anxiety', 'anxiety', 'fear', 'OCD', 'symptom']",[],"['shaking', 'outside', 'anxiety', 'fear', 'Rituals', 'symptom', 'OCD']",,1.0,,,
"Hey Guys
Ive come back to the forum as ive hit a bad patch OCD wise.........Its been managable for ages which has been great....but now the good old mental ruminations are back and the anxiety and im slowly beggining to not feel so fab! Many positive things have happened since I was last on the forum.......Ive left home and moved in with my partner and have started a new job! Which are both great and positive! Its jut no one at my new work knows about my OCD as I feel its for the best at the moment.
Something happened at work the other day and I just cant let it go......my colleague at work asked to borrow my computer password,which I gave her butthen I realized that she was on Facebook (we have been told that we are allowed to use the internet as long as it to do with work)....I was concentrating on the rest of my work, when it dawned on me that she was looking at Facebook under MY password and that if my manager found out I could get into trouble. As usual my head is mesing me aroud and telling me that I was the one who was on facebook....but I wasnt...OCD has its claws in!! Its out of control at the moment and telling me im going to get told off and loose my job!!! But my colleague said that if our manager does find out, then she will be honest and tell her that it was her
Please can you guys post back with advice and support...I know that if the manager does find out, that I will tell her that it was my colleague as that thr truth....my OCD keeps convincing me that it was me that went on the site.....its horrid!!! :-(","['anxiety', 'anxiety', 'site', 'OCD']",['rumination'],"['site', 'rumination', 'anxiety', 'OCD']",1.0,,,,
"Hello,
I haven't been on this wonderful site for ages, basically I've had pure O OCD since I was little, did quite well with CBT and Fluoxtine a couple of years ago.
In August 2008 I stopped the meds because I wanted to try for a baby, and I am now 22 weeks pregnant.
Don't get me wrong, it's wonderful news and I'm very happy..but my hormones, combined with the huge resposibility of having a child, have made the OCD come back.
It started off as washing my hands too much, being obsessive about food, etc.
And now the pure O is back!
I am not looking for reassurance here- I know how bad it is!- but I would really appreciate any advice or just discussing it.
Did any of you take medication whilst pregnant?
Any experience with Bach's rescue remedy?
Any exposure work? ( my therapist said it was best avoided before the third trimester, although I am making a point of exposing myself to my thoughts on a regular basis, just not for too long and not necessarily every single day)
Thank you
:-)","['site', 'washing hands', 'Food', 'Medication', 'Thought', 'OCD']",['obsessive'],"['obsessive', 'washing hands', 'site', 'Thought', 'Medication', 'Food', 'OCD']",,1.0,,,
"Been doing alot better with the rumination and the reassurance seeking etc. 
I decided to not bother with it and shut it down when it tries to get me. 
But some days triggers just set me off again and I cannot help but ruminate. I know it doesn't help but when ocd creates what seems a stronger new doubt then I can't help but question and replay things again.
I'm stuck today worrying and wondering if people feel they partially acted on their fear before panicking? 
 ","['OCD', 'fear']",['rumination'],"['fear', 'rumination', 'OCD']",1.0,,,,
"Hi Everyone,
I hope you are all well and having a good day today - I am currently trying to ban confessing to my wife. As you may know I have an overvalued sense of repsonsibility and have overvalued ideas revolving around my doubt and perfectionism. Wow I'm a complicated individual!
It seems and endless stream of spikes at the moment that I want to confess about, I overcome or slip and confess all, then another comes along, and another. I really want to stopp confessing, I have the determination, but it keeps throwing up something else to upset me. Today I remembered a spike from a couple of weeks ago, where I remember whist checking my emails, I saw one from a female i didn't know titled, 'Facebook: 'Sue has commented on a photo of you'. I remember having the usual intrusive thought and impulse, and my OCD tells me to avoid it and not look. I clicked on it and read that it was from a friend of my wife commenting on a scan photo Sarah put up and tagged me to of our twins. I recognised the lady's name then'.
Because I had that intrusive feeling of excitement because it was an email from an unknown female prior to opening ti rather than avoiding it, my OCD has got hold of it and is making me feel that I have gone behind my wife's back and acted immorally. I know intellectually this was NEVER my intention on opening the email, and I would never conrtemplate emailing this person back, chat them up and have an affair - I would rather die than hurt my wife. But my OCD is making me doubt and that i am this person. I'm tied up in knots over this and need to normailse this with your help.
Thank you so much for your help and having read your posts i realise there are many of you with the same experiences, but my ocd makes me think mine is 'different' and 'special', especially when it says I have done something by an action in the form of opening that email.
Best Wishes and Good Luck!
Matthew","['hope', 'checking', 'Thought', 'unknown', 'intellectual', 'OCD', 'email']","['intrusive thought', 'spike']","['OCD', 'intellectual', 'email', 'checking', 'Thought', 'intrusive thought', 'spike', 'unknown', 'hope']",1.0,,,,
"For years now I've been beating myself up, trying to deal with all the ******** that OCD brings me. Whether it was my fear of germs back in the day, or my fear of violent thoughts flooding my brain, or having to do certain things a number of times... the list goes on and on. It's something that has caused me so much unnecessary stress and I just can't take it anymore. What's the point of doing all these stupid rituals day in day out if I still end up feeling angry at myself every day? I know all of what I do is a stupid waste of time which makes me even more ****** off at all.
I've come a long way since all of this started 14 years and ago and i've had about enough of this 'thing' controlling my life. Enough is enough and I won't give into it anymore. Easier said that done I know, but I going to do my damn best to just live my life. I'd rather be be miserable trying to deal with this than just miserable all together.
Just had to get that off my chest.
Take care,
Christopher","['OCD', 'Thought', 'Rituals', 'fear']",['violent thought'],"['violent thought', 'fear', 'Thought', 'Rituals', 'OCD']",,1.0,,,
"I'm feeling pretty rubbish tonight. I keep getting floored by worries that are slightly new variations on my main theme of hyper-responsibility-related OCD. I think it's getting worse because it usually does on the run-up to Christmas and I'm in the process of trying to get up to a decent dose of medication.
I really wanted to talk about it with my Mum but it didn't go well when I tried. She really didn't want to talk about it and even walked off and sat down in the lounge while I was speaking. That immediately made me worse... I was tearful as it was. It made me feel that I've annoyed her, or that I'm a big disappointment to her. I asked her about this which made it worse because she couldn't or wouldn't react how I wanted her to. I just wanted a bit of care and understanding but it wasn't going to happen... then she went out to a carol service leaving me in tears!
I know I shouldn't expect everyone to understand but I had hoped my Mum would be able to show some concern.
I'm lucky because I've got my Dad (who does his best to say the right thing!) and my sister who has some experience of OCD as well, but I wanted to know that my Mum supported me. I told her about some of the things I'd achieved but to her they are all 'normal' things and I don't think she sees them as achievements.
Aghhh! I know I'm feeling sorry for myself... I'm sorry. I just think the CBT would be so much more effective if I could talk about it to someone and get some credit for my albeit small achievements.
(Self-pitying rant over!)","['Medication', 'disappointment', 'hope', 'OCD', 'process']",['theme'],"['process', 'OCD', 'disappointment', 'theme', 'Medication', 'hope']",1.0,,,,
"OCD has had control of my mind for over 15 years now. I think that's about enough time.
Tomorrow I'm going to drop my rituals at work (where my OCD is always at it's worst) and face the fears I keep cowering from. I'm going to accept that I'll probably feel highly anxious and uncomfortable (my hands are even shaking now as I type this) but I won't let that stop me from making the same choices that I would if I was feeling great. I feel like not doing my rituals might turn me into a boring, miserable, socially awkward person but I'll just have to accept that possibility.
I'm thinking I'll also have a word with my boss just to let her know what I'm doing.
Just really sick of OCD now. Each time I give in and tip toe round my thoughts hoping not to think something I don't want to by accident. It's no way to live and if I was suddenly on my death bed tomorrow I'd regret that I never gave fighting the OCD a proper go.
Just thought I'd share this with you all. The fact I'm writing it all down will make sure I actually do what I'm saying too
Chris","['drop', 'fear', 'shaking', 'regret', 'writing', 'Rituals', 'Thought', 'OCD']",[],"['shaking', 'drop', 'fear', 'writing', 'Rituals', 'Thought', 'regret', 'OCD']",,1.0,,,
"We all know ocd gives us blurry moments. I read about DDNOS which is a subtype to a dissoiactive disorder. DDNOS dont have the fullblown symptoms like the ones in the dissoiactive disorders.One symptom or type is dissioactive amnesia,so im scared that I have DDNOS where the amnesia is not fullblown ....aka blurryness in ocd when i spike or a situasion happends and i trybtobremember if anything bad has happend.","['OCD', 'symptom']",['spike'],"['symptom', 'spike', 'OCD']",1.0,,,,
"I haven't posted much lately but I want to share something that's been on my mind for several months.
I simply do not like the therapist I was assigned to after fighting damned hard to access appropriate treatment.
It's not a question of his approach, pushiness, occasional excessive expectations - it's him. Can therapy be successful if there is no rapport and you don't like the therapist?
I understand having to do uncomfortable things to tackle OCD but he had/has no understanding of the tranquilliser withdrawal program and manipulated me into telling the full name of a friend of mine (which I wouldn't have done if I had felt stronger that day) for reasons nothing to do with OCD.
I'm assuming my only option is to go back to the CMHT and ask to see another therapist for the last eight sessions I am """"""""owed"""""""". Obviously that person won't know me but I see no other options.
Edited August 17, 2017 by PhilM","['Treatment', 'OCD']",['excessive'],"['excessive', 'OCD', 'Treatment']",,1.0,,,
"I've had contamination related OCD for about 6 years. It has a fairly crippling affect on my life. In April I went back on sertraline. This followed my partner moving out of our home because my OCD was having such a big impact on our domestic situation. I had pretty much resigned myself that my OCD would always the be the same in the future.
However, earlier this week I had a very weird - but postive - """"""""experience"""""""" about my attitude towards my OCD. It is difficult to describe. It was a kind of cathartic experience. It was very emotional and tearful but at the same time very postive and joyous. I hesitate to say it, but the experience was almost 'religious'; it was almost as though a presence was by me, helping me. The experience was like a revelation, reaching a new understanding. My partner and I have lived apart from half a year now - due to the OCD basically. We were considering buying separate homes. Then I had this ''experience"""""""" however.
The experience was an unswerving realisation, a moment of clarity, that OCD has and is having such a crippling affect on the quality of my life - and our lives - that regardless of whatever merits may apply to my contamination preoccupations, that it is not worth it, that it is ruining my life; and that I must overcome or ignore my OCD thoughts and behaviours and be 'normal' like I used to be. Principally, the experience included the complete acknowledgement that what is the worst that can happen if I cease my OCD contamination-related rituals and comparing that with how much better my life could be without it.
There was this house I saw for sale (we had been looking at property details) and during my experience I told myself that we would buy that house, start again, have a fresh start, and I would be forced to face and overcome my OCD, and indeed I would! My experience told me I could do this. I had to realise what was most important. I would start now to fight my OCD.
Sorry, I just had to share this. I wondered if anyone had had a similar weird experience liek this?
I am intent on getting better, to be 'normal' again. My experience gave me, and inclded, a tremedous will to get better and almost a 'knowledge' that indeed I would! It was a great feeling. :a1_cheesygrin: Afterwards I was a bit manic/hyper.
I am going to get help. I made an appointment with the occupational health dept at work, as I should be able to get up to 10 free, private CBT sessions. Can anyone advise what I can expect from the CBT sessions? Hopefully I should be abel to start them quite quickly as they will be private paid for by work hopefully. Will they be weekly session?
thanks
Edited August 19, 2007 by Guest","['joy', 'quality', 'Thought', 'Rituals', 'hope', 'OCD']",[],"['quality', 'OCD', 'Thought', 'joy', 'Rituals', 'hope']",,1.0,,,
"When I went to see my therapist my key objective was to learn some new tools to enable me to recover from a bad episode of OCD and be ok enough physically to try meds again.
Well the therapist experienced though she and her practice are had not come across my """"""""thought looping"""""""" and in fact when we drew up a new ,map of my problems there are 5 key component areas that contribute to my problems:
Triggers from violent or distressing themes - often words, headlines film or book titles """"""""scanned """""""" for involuntarily by my brain
Thoughts then"""""""" loop""""""""
Brain making connections to other things to create a link to distress (negative free associations)
OCD bringing up previous triggers from memory to perpetuate an episode
6 types of dysfunctional thinking which can contribute to the thoughts. Includes mind-reading , personalisation, emotional reasoning, minimising the positive, back and white thinking, exagerration.
Overt ERP doesn't work when the looping is prevalent.
So I have a lot of challenges - but in general terms when the looping shuts down and my mental shields rise up again the others usually tend to ease back.
So I have a lot to be facing up to at the moment, and she gave me some new tools and I am using them sensibly .
I wasn't able to get my physical fitness back where I would like it to be, but we have got my digestive problems back in a place where I can start the meds - Citalopram -just started a course of it.
So I appreciate the support of the forum members and will look to help others similarly battling along.
Best wishes to all who are working their therapy at the moment.
Roy","['object', 'OCD', 'Thought']",['theme'],"['Thought', 'theme', 'OCD', 'object']",1.0,,,,
Hiya I am so glad to have found this site. I feel i'm the only person I know with problems like this reading through wot people hav written it means so much. I am obsessed with contamination handwashing cleaning etc I have to have things in order do thingd in a certain order and check everyone else in my household even my kids. Its ruining my life my relationship has just broken down and i hardly spend anytime with my kids cos i have so many rituals etc to do. I thought i was a freak having harmful thoughts but now realise this is a normal part of it. I hope I can get better. :haha: :haha:,"['site', 'Rituals', 'Harmful thoughts', 'hope', 'Thought']",[],"['site', 'Thought', 'Rituals', 'Harmful thoughts', 'hope']",,1.0,,,
