post,prefLabel,obsession_first_checker,obsession_second_checker,obsession_third_checker,compulsion_first_checker,compulsion_second_checker,compulsion_third_checker,postAnnotations,mergedAnnotations,Compulsion exp,Obsession exp
"There are days, well everyday really, when I wake up that I think to myself...Okay I got this...I can handle this. My years of self-therapy, meditation, CBT, ACT, professional therapy have equipped me with the tools to handle this. I can handle today, I tell myself with the utmost enthusiasm every day when I get up out of bed. Today I will go to battle with my OCD, and I WILL NOT LOSE.
Then the thoughts come...before I have even leave my bed.
At first I can allow them space, and just let them be there...
But then they come in stronger, and stronger. """"""""What if that person is a Demon?"""""""" """"""""What if I start hallucinating?"""""""" """"""""What if I lose my mind?""""""""
I breathe...trying to remember the tools I have learned throughout countless hours of therapy. Breathe, allow the thoughts to be there, make room for them I tell myself. You are not your thoughts, they are just clouds passing by in the sky.
This seems to work...for a short while.
Then the thoughts mount another attack so fierce that it seems as if Satan himself sent them and I can't help but to engage with them... """"""""What if I secretly want to harm them?"""""""" """"""""I've never hurt anyone, everyone knows that"""""""" """"""""But what if you have to kill them"""""""" """"""""I'd never do that""""""""
""""""""What if they poisoned my food?"""""""" """"""""They did poison your food"""""""" """"""""Wait, why would they poison my food."""""""" """"""""I'm going to eat this food anyway because they wouldn't poison it"""""""".
I become aware I'm engaging in them...I breathe. I tell myself it's just anxiety, It's okay... Lean into the thoughts, accept their presence. You are not your thoughts I tell myself...It's okay.
This is a typical day for me...then I have massive guilt that I didn't properly use mindfulness. I look at my relationship with OCD as an alcoholics relationship with alcohol. I think my body/brain is addicted to the adrenaline, the """"""""rush"""""""" so it creates more intense thoughts/vision/feelings/sensations to get that """"""""high"""""""" or it's fix. The ironic part is that the high/fix is so ******* ****, but it's my brains way of working to help protect me from those metaphorical lions.
I don't know why I wrote this, sometimes I think writing stuff out can be highly beneficial...I yearn to break the cycle, to be happy, to FEEL. Tomorrow is another day, and I feel try again.
I love you all and thank you for taking some time to read this.
Edited September 4, 2015 by takeacti0n","['anxiety', 'anxiety', 'guilt', 'writing', 'OCD', 'Food', 'Thought']",1,1,0,0,0,0.0,"['sensation', 'thought', 'hand']","['ocd', 'food', 'writing', 'sensation', 'thought', 'anxiety', 'guilt', 'hand']",,
"I just thought however insigificant or significant my life is in this whole world of different places, countries, timezones, lives I would share with you what its like to be. I got up this morning last minute, half eight, when I have to be in work for 8.15. I get up and throw myself roughly together cos the way I feel right now I cant be bothered to spend time doing anything properly. I would rather spend the extra half hour in bed then face the world and my anxiety today. I grab something convenient to eat and then drive to work, When I am there I am going about my business but feeling so bad inside all the while. When break comes and lunch I eat any old rubbish, I dont care about my figure or my health when I feel as bad as I do. If I get some little minute enjoyment from food at least that is some bit of enjoyment. The day passes relatively ok and I am good humoured and hard working throughout despite the immense anguish and depression in my brain. Its approx 18.27pm now I am home and on my laptop here, trying to convey what I feel. I am holding back tears in my eyes cos of how sad I feel that things in my life really arent that bad but I feel I dont deserve to enjoy me or my life as I am a bad person. I occasionally get thoughts about things I like which in turn cause my huge distress and pain. It happened the other night whilst showering, I had a thought that shocked me then it led to another that shocked me more, and threw me into a deep depression. Its all I can do now not to kill myself and free myself from this terrible misery. I have the capacity to feel good, to be good yet I feel I do not deserve it. How can I after all I have sick likings as I call it. My brain never leaves me alone, even today at work I had them. I dunno where to go from here. I am not supposed to ruminate but then nothing relieves this pain, nothing stops my guilt, my downright hatred for myself. I ask God why me, why do I have this horrible condition. How can I deserve a life...Thanks anyone for taking the few minutes out of your lives to read about mine, wherever you indeed are this sprawling strange World with no answers.....
Nicola","['anxiety', 'anxiety', 'feeling bad', 'Food', 'guilt', 'depression', 'shock', 'Thought', 'joy']",0,0,0,0,0,1.0,['thought'],"['food', 'joy', 'depression', 'shock', 'thought', 'anxiety', 'guilt', 'feeling bad']",,
"I'm not sure if this would be useful for anything but I wondered if anyone would like to write about how OCD affects them in one 24-hour period?
It would give an insight into all the challenges that people with different OCD symptoms face and how they overcome/manage these.
Perhaps this could be used to inform non-sufferers in some way too.
Would anyone like to share their typical day? or do you think this is focusing too much on the problem rather than the solution?
xx","['symptom', 'OCD']",0,0,1,0,0,0.0,[],"['ocd', 'symptom']",,
"Spent the day at the beach yesterday... sitting in the sun with friends, family, having a few beers, eating oysters we found *hundreds and thousands of them* and prawns we caught fresh . I am sunburnt, exhausted and completely refreshed. The sun felt gorgeous on my skin and the company was so good my stomach is sore from laughing.
Ahhhh, these are the days of which memories are made.",[],0,0,0,0,0,1.0,[],[],,
"my girlfriend split up with me today.. i fele so low and alone. i wonder if it was my ocd which contributed to it as she knew nothing about it. just said """""""" we never clicked"""""""". i am bound to be alone all my life.. cant stop crying. she says she still wants to be friends, but i told her were to go..
paul :helpsmilie:",['OCD'],0,0,0,0,0,0.0,[],['ocd'],,
"Hi everyone,
We often read about doing the opposite of what anxiety/depression tells us to do. e.g. when we want to just stay under the bed covers and be miserable, we are told to get out and be active. And to distract ourselves from worries..... To the greatest extent I find this very true, but, having tried to do this, I have found that it has quite often resulted in bottling everything up and leading to a major depressive/anxious stage.
Since this realisation, I have decided to (on occasion), purposefully give in and do exactly what my mind is telling me to do... go to bed and stick my head under pillow and just be gloomy for a bit. Placing a kind of time limit on it though. So, perhaps for an hour or two, allowing myself to be miserable and sleepy, then rising and getting on with it. I have found that it really helps me to express my inner feelings and it seems to give me a 're-charge'. I really think that sometimes, you need to do this / cry in the corner alone / over someones shoulder or whatever. Anything else bottles it up like a time bomb waiting to explode.
Dont know if anyone else feels the same... Hope everyone is doing ok today.","['site', 'anxiety', 'anxiety', 'depression', 'hope']",0,0,0,0,0,0.0,[],"['anxiety', 'hope', 'depression', 'site']",,
"HI all
I really have got myself into a right mess at the moment .
I can't stop picking at my face .I won't go out ,I can't get into work,although thankgod i run a business with my husband so he understands,although it makes him more stressed at work cause he's also having to do my job.
I have beeen picking my face now for about 15 years and yes i have a lot of scars .For the last 3 years i have been seeing a counsellor who looked at my past (a dark and dingy place full of ,broken family ,broken heart ,neglect and low self esteem),and i thought i'd moved on .
I have 2 beautiful children 21 years and 13 going on 20 who i always discuss my issues with so they hopefully will know better than to follow my desperate ways :but desperate is how i feel at the moment.MY harming will not stop ,i try so hard but while i'm hurting myself i feel so far away from the troubles around me .
My mother has in the last year developed cancer ,nearly died from infections /strokes and is now suffering from dimentia .She has had to go into a home .When i see her my heart bleeds for her .I just want to talk to her how i used to .(i'm crying now this hurts i miss her so much .Its like she's not here anymore .I dream every night of her dying.I dream the phone rings ,i even get out of bed thinking its rung.I know this is really making my picking worse,but what really drives me mad is that i look so blotchy and bad that i can't get myself out of the house to be with her .I can't even get to the shops .Make up clogs the spots and scabs and makes them look even worse .i have had good months where i really thought i'd cracked it and stopped .i know now i never will .I feel so desperate inside with frustration and self hatred .","['hope', 'stroke', 'Thought']",0,0,0,0,0,0.0,['thought'],"['hope', 'stroke', 'thought']",,
"Hello, Miffy, and welcome. You've come to a very good place, there are many people here who understand what you're going thru and will sympathize with you. And better yet, offer you some very good advice, as you have already seen!
I am so pleased to hear that you will be going back to your doctor (or someone he/she recommends) to deal the BDD. High marks to you for having the courage to bring this up, I know how hard it is, that took tons of courage on your part and you should be extremely proud of yourself!!! :clapping:
And I can completely sympathize. I've been diagnosed with BDD in the past (amongst other things--grrrr!) and there are times I simply will not leave the house. My reasons are very like yours--as a child I was mercilessly teased (odd word for """"""""torment""""""""!!) because I wasn't skinny enough, or good enough at sports (even tho I'm female!), or whatever else I was """"""""supposed"""""""" to be. Bullying by classmates can be truly terrible.
Anyway, I'm so glad you're getting help for yourself, because believe it or not, you can get better--LOTS better, in fact!
Not to be nosy (lol!) but you don't mention whether you have any kind of support group (aside from our excellent selves, naturally! :laugh: ). It needn't be an actual support group--something like friends and family (the ones who understand), a church group, people with whom you share interests or a hobby. It helps me so much having people that I can talk to when I'm upset--while my therapist is great, I can't see her 24/7! :no: (I could ask about moving in with her, but I suspect her husband would strongly object haha!)
I'm telling you, there are some days I just want to go around like this: :bag:
But that's not much of a solution, so I hang out here!
Keep posting--you will make lots of friends here! :original:","['Bullying', 'interest', 'object']",0,0,0,0,0,0.0,[],"['bullying', 'interest', 'object']",,
"Hi Everyone,
hope you're okay today. I've had a tricky day today- i've always been really sociable, sometimes even the centre of attention at parties but more recently I've been thinking about how strange/monsterous/hideous/weird/abnormal I am (unintentionally!) and now everywhere I go I feel as though I'm behaving really weirdly and sometimes I do a bit! is anyone else the same? I think it's due to a combination of OCD and bad experiences","['hope', 'OCD']",0,0,0,0,0,0.0,[],"['hope', 'ocd']",,
"Well, I am not sure how I feel or whether I believe it or not - but I told the clinical psychologist I saw today that I would like a diagnosis, so that I am not constantly blaming myself for the way I am.
She was loathe to give it a label, which I can understand - but she did say yes that what I am experiencing is ocd. I thought I would feel a lot better having an official diagnosis, but now I am just thinking that I've managed to fool her and there's absolutely nothing wrong with me. It seems to either all be coming out of the woodwork lately in the media or becoming fashionable to have it. I suppose if that's what I am doing then I've been pretending for an awful lot of years - so perhaps I should believe it. I don't know. Anyway, I'll stop rambling now.
I finally got what I wanted - a diagnosis. I should be happier now. Why am I not?
Ah well. At least I don't have to feel guilty about using this site now!
:lol:
Sweetie x","['OCD', 'Thought', 'guilt', 'site']",0,0,1,1,1,1.0,['thought'],"['ocd', 'guilt', 'site', 'thought']",,
"Hi can anyone provide a link?,think Im doing the out breath wrong.
Thanks
Z x",[],0,0,1,0,0,1.0,[],[],,
"Accepting uncertainty has been (and still is) incredibly hard for me and I believe it's getting in the way of my treatment. 
One thought I had while getting myself in a tizzy over """"""""what if I did this thing?"""""""" is looking at uncertainty a different way. I can just as easily embrace the uncertainty and give myself the benefit of the doubt. After all - I don't really know. Why not let myself off the hook instead? ","['Treatment', 'Thought']",1,1,1,0,0,0.0,['thought'],"['thought', 'treatment']",,
"Hi does anyone relate to feeling impulsive in general..I'm not sure if it's the correct way of describing it? Might be the wrong word I don't know.
Say I need to be somewhere by a certain time I will wait till the last minute then rush and panic...and I'll do it again and again when I know I could get ready earlier? I feel also sometimes like if I must get up and do something... I freeze and don't move.
If someone is waiting for me I tend to do things that could wait till later and hold them up..
Or if I'm performing a task and I see an easier way to do it I'll still stick with the difficult way sometimes...?
If I am afraid to drop a phone or electrical item and damage it I end up risking it without a protective case or be less careful than I want to be. I don't know why, because all it would cause me is misery and upset.
If something breaks for example we have a window vac in the bathroom (sounds so random!) and the steam broke the first one, yet I still leave the new one in there and just think nah it'll be ok. Why?
I just noticed I am really weird with things... Like I set myself up to fail or be upset.
I don't want to be wreckless atall.
I'm wondering if this is part of OCD and impulsive or compulsive behaviour? It's like I NEED a problem.
Anyone follow? Or relate?
This is something I have wondered about for a long time.
I have always had worries... And if I don't have one I create one. I feel both lost with and without worry. It's odd.
Thank you for reading x","['drop', 'bathroom', 'OCD', 'Compulsive behavior']",1,1,1,1,1,0.0,['behaviour'],"['ocd', 'compulsive behavior', 'drop', 'bathroom', 'behaviour']",1,
"Has anyone tried EFT which is Emotional Freedom Technique?
I have used it and at times seem to gain some relief and it might be worth a look for some?And it is free
*Unauthorised website link removed by moderator*",['site'],0,0,1,0,0,0.0,[],['site'],,
is it normal to feel like your lieing to yourself?,[],0,0,0,0,0,0.0,[],[],,
"Hello,
I was reading up about in-patient treatment for OCD in the UK and America and there seem to be common themes at different hospitals.
When someone first arrives at hospital they create a treatment plan involving CBT and workshops (e.g. mindfulness workshop, thought-challenge/cognitive restructuring workshop). There is a strict timetable of activities for each day with designated ERP/therapy time and free time.
Anyway apart from my little blip today I've tried to stick to my own hospital-like schedule and wondered if it would help anyone else to do the same thing?
For me having a set time that I have carry out an ERP exercise is helpful and makes me feel more in control, so does designating time when I can practice mindfulness meditation or exercise.
I can post about it but obviously it might be different for different people! you'd use self-help books and videos instead of the workshops and self-directed ERP.
Edited March 15, 2013 by Annabel","['OCD', 'Thought', 'Treatment']",0,0,0,0,0,0.0,"['theme', 'thought']","['ocd', 'theme', 'thought', 'treatment']",,1
"Hi there
I have been away for a little while as I was recovering.
I feel bad, that I dont visit the forums too often, when I am feeling well, but I have discovered, that it often keeps me in the OCD cykle for longer, if I do. My heroes are those people, that have beaten OCD, and keeps helping people on here. Thats so unselfish.
However, here I am again after feeling really good for a couple of weeks - I was really good at applieing my therapy and the four steps.
My main issue is relationship based worries, mostly """"""""do I love my husband or not"""""""", but sometimes other worries in the same context.
As I said, I have been good and enjoying life for a while. As late as saturday, I was thinking, that I was so gratefull for my life and family!
But then sunday morning I was having this dream where the guy from one of our closest friends couple was falling in love with me. I am not sure, if I was in love with him or just attracted and flattered (beleive me I have spend a lot of time analysing and trying to remember this)
The history is, that the woman and I are very close friends, our children are very close friends, and we have spend so many happy times as couples, and our husbands like each other very much.
I feel so bad after having this dream. I feel I have betrayed both my husband and girlfriend.
The two of them are getting married in the fall, an event I have been looking so much forward to - it is always nice to be celebrating love between two people, you care about!
But now I am wondering wether my dream was telling me something. What if I really fancy him? How did I really feel, when I heard about the marriage - did I feel bad? Will I be able to enjoy the party? And most of all, how can I do this to my womderful husband - what if it means something?
I know that this sounds like an OCD rant, and it probably is!
Whats really bothering me is, why this dream occured?
I could understand it better, if I was in the middle of a bad OCD period. Or if we had spend the day before with them, which we havent, its been weeks actually!
I know that we can dream everything but why him and why now?
I know that what we fear is prone to occour in our dreams to, but I was not in a worrieing phase... And why him?
Is the dream telling me something?
I really hope some of you can offer me some advise. I am aware, that we sholdnt reassure each other, but I need some kind of comfort and understanding.
Does anyone know, how to understand dreams. I have never really beleived in dream interpretation as such - I am a no nonsense kind of gal, but when the OCD kicks in, the common sense díssapears...
Love Dupont","['fear', 'hope', 'joy', 'fall', 'OCD']",0,0,0,0,0,0.0,[],"['ocd', 'fear', 'joy', 'fall', 'hope']",,
"Ok so I had a dream I had sex with my ex boyfriend. This dream felt so real. I woke up this morning, and checked my call log and text messages to see I hadn't contacted him but then thought I could have deleted them. I then mailed him on Facebook to ask wot he had been upto yesterday and said I thought I had seen him... He replied he was at his girlfriend so I couldn't have. Why was this dream so real why did I believe it feel guilty etc... its horrible. I could almost swear the dream was real and in my dream I cheated on my boyfriend with my ex and was pregnant which I am. Is this ocd?","['guilt', 'OCD', 'Thought']",0,0,0,0,0,0.0,['thought'],"['ocd', 'guilt', 'thought']",,
"Im not sure if this actually happened, whether it was a dream or if it was just an intrusive thought brought on by the ocd.
In the 'dream' i hit my Godson. Now i know i would never do that, but it seems so real. Im not sure if i dreamt it or if it was an intrusive thought. But why would i think it?
It keeps going round and round in my head, did i do it or not?!
Grr, im so confused.
Aims. xx","['OCD', 'Thought']",0,0,0,0,0,1.0,"['intrusive thought', 'thought']","['intrusive thought', 'ocd', 'thought']",,1
"Yesterday Rachie posted in my telephone topic about OCD thriving on fear and we fear what we cannot control/be certain of and it was like a light went on in a very dark corner of my mind. This explains to me why I behave as I do and confirms that I suspect I do have OCD. I have an appointment with my own GP on Monday and I am going to talk to him about this.
As a result I have also told my husband how I am thinking and feeling and that I think I may have OCD and we have talked a little bit about it. The reason I wasn't telling him was due to fear - fear of how he would react, would he reject me, laught at me, pooh pooh it? Fear of rejection is a very big hang up of mine.
He did none of those things. He did not claim to understand what I was saying but he accepted it and agreed I should talk to the doc. His only concern is that the doc will just hand me some pills and send me away because they do not have time any more to sit and talk to the patients. I don't mind trying some pills if he will refer me to the mental health team as well.
I know I had OCD when I was young, till I got away from my father but I did not realise there is this intrusive thought and mental ritual type until I came to this website. I feel quite vulnerable now, but also hopeful that I will get some answers.","['Thought', 'site', 'hope', 'OCD', 'fear']",1,1,0,1,1,0.0,"['intrusive thought', 'ritual', 'thought', 'hand']","['ocd', 'fear', 'site', 'thought', 'intrusive thought', 'hope', 'ritual', 'hand']",,1
Yeah I've had that in the background. Has been a good opportunity to let that stay there whilst I engaged with my day. My OCD obviously stated it was imperative I checked. But I didn't and I have carried on regardless. Done some healthy stuff  good day!,['OCD'],0,0,0,0,0,0.0,[],['ocd'],,
"I know ocd is ocd, whatever the flavour, but i came across this article about a persons fear of being gay. Although its
titled """"""""teenager"""""""" it applies to all those with gay fears.
It details his recovery as well. Another great article by fred penzel.
http://westsuffolkpsych.homestead.com/TeenThoughts.html
Hope it helps.
legend","['Thought', 'hope', 'OCD', 'fear']",0,0,0,0,0,0.0,[],"['hope', 'ocd', 'thought', 'fear']",,
"I have suddenly got a feeling that something bad is going to happen and If I dont do something soon something is going to happen... Its really stressing me out and im really worried about it... Its just a feeling of being scared.
I havent had a good day.... I spilt boiling hot chocolate all over my legs and burned my leg bad so I had to sit on the sofa for ages with an ice pack on it, Thats what started it off... then I go out for some fresh air with my bandage on where there were blisters and fell off my skate board. I have had bad luck all day and now im worried that a worry will pop into my head, I dont know what to do and the dread feeling is getting worse.
Beth xx","['boil', 'blister']",0,0,0,0,0,0.0,[],"['boil', 'blister']",,
"On 26/01/2010 at 14:31, sweetie said:
Even though I don't have gay ocd, I really can identify with the feelings and urges you have with regard to my ocd. As Legend says, the urges feel so real to us and become stronger that we actually start believing in them. It is frightening because it's out of character with us and we think we really are capable of things. In fact we are all capable of doing the things we fear we might do. The difference is we all have a choice to act out these things and we can choose not to.
Hey
There is a very clever wee woman whom I am going to nominate for sainthood who kept me going in the days where ocd was rarely recognised, her name is Dr Claire Weekes...and the one thing she taught me was to ACCEPT THE THOUGHTS FEELINGS URGES as part of nervous sensitisation. Refocus. Find something interesting to do. Go make out with your girlfriend
Carol x","['fear', 'Thought', 'interest', 'OCD', 'urge']",1,1,0,0,0,0.0,[],"['ocd', 'fear', 'interest', 'thought', 'urge']",,
"Dear Friends
I haven't been using the OCD-UK Forums of late, but I am still here, still a member of OCD-UK, still battling away with my own OCD, and working with in my day job with people who have a wide variety of mental health problems.
In 2011, I am looking forward to the Autumn OCD Awareness Week. It should be fantastic.
What with Christmas Cards being late this year due to the big freeze, I thought that I would send a Christmas Greeting to OCD-UK, to Ashley, to the moderators and all the fundraising volunteers via the Forums. THANK YOU for all the splendid work through the year, thank you for all the support you have given me, and lots of other people besides. You all deserve a thoroughly good Festive season, however you mark it, so here's to you.
And a very happy Christmas/Yule/Chanukkah/Kwaanza/solstice festival to everyone who uses OCD-UK.
Lots of love
Tez","['Thought', 'OCD']",0,0,0,0,0,0.0,['thought'],"['ocd', 'thought']",,
"Hi all
The last few days I have been really bad - My thoughts are making me feel really scared. I don't think I can go on. All weekend I have tried to be positive but just feel like I am going mad and that I am evil. I am not I just want these thoughts to go away, now today at work I just feel really depressed and axious. I am seeing a physciatrist tomorrow so not sure if the OCD is getting worse because of this but I am just analizing things to much. Like I walked through a park this morning tried to focus on something like the flowers or grass but my mind just put some big negative thing in there.
I just don't know what to do anymore.
Amico","['OCD', 'Thought']",1,1,0,0,0,0.0,['thought'],"['ocd', 'thought']",,
"Hi all,
Hope everyone is keeping ok.
I have had one heck of a week. Selling my house and buying another has been met with a heep of problems with mortgage advisors, etc. I then had 2 interviews for counselling jobs. One involved a trip across London after rushin back from a house viewing and being met there by a horrible counsellor who was beyond rude. I then had another interniew the day after where I was thoroughly examined and tested on my views and thoughts on delicate subjects, including talking about my experiences of watching people die. Today I got the call to run into work at short notice and its basically been a tough few days. I am feeling lower than I have been recently but, I am handling it and holding on. I would call it a huge success actually despite being a little low, as normally I would be like death warmed up by now!
Phew... had to vent that. Thanks for reading my pally-doodles.","['hope', 'Thought', 'talking']",0,0,0,0,0,0.0,"['thought', 'hand']","['talking', 'hope', 'thought', 'hand']",,
"Hi everyone
How are we all doing? Excuse the post; I just wanted to 'check in' as it were.
I'm feeling better again but felt very distressed right before work this morning, as I was afraid of the thoughts coming back. I felt some awful things. I'm not proud of some of the emotions in my head recently; I think I became a bit of a twit. My team-leader could tell I was struggling the other day and asked what they could do to help. Which I really appreciated, but it's hard, because I fear having horrible thoughts about them, so it's a vicious circle. I feel there's been an OCD explosion and I didn't fight hard enough to stop it. After a tricky start, I took myself off to the loo, let myself have five minutes, gave myself a pep talk and then marched back out to face the day. I think I need to let myself get distracted; I feel I've been resisting the distraction for some reason.
I think I have definitely become kind of depressed; I feel rather isolated in myself and just stepped away from everyone because I feel so left out. I don't know how to get involved in conversation or crack jokes without feeling awkward at work and can't join in with banter. It's especially hard when I try to be friendly with people and they don't say much in return, only to turn and be friendly towards someone else a few minutes later; makes me feel I've done something wrong. I've actually kind of come to dread social gatherings because I fear those feelings of feeling awkward and sticking out like a sore thumb. I know these are silly things to worry on and you can't get on with everyone and I shouldn't let my day to day moods be affected by a few people who I might not have a lot in common with after all. I think Snowbear was right a while ago when they addressed the problem of neediness with me, as it were. I know I just need to be comfy in my own skin, but I guess I feel kind of lonely. I'm certainly not treated unkindly - I'm spoken to civilly and most people are quite nice - but I'm just a bit of an oddball and sometimes, it shows. But I fear an evil streak inside me. I don't want that.
I'm not expecting anyone to respond; just wanted to get that out. I think it's obvious I still have a way to go, but I'm not licked yet!
C x","['OCD', 'Thought', 'fear']",1,1,0,0,0,0.0,"['thought', 'distressed']","['ocd', 'thought', 'fear', 'distressed']",,
"I dont post here much nowadays, and should probably contribute to some more threads here instead of expecting replies for my own... I WILL try and contribute more though..
I recently had my dosage of sertraline reduced by 50%.. I dont know if this has anything to do with the way im feeling but thought id mention it anyway.
I tend to brag about the same thing in my threads, but thats only due to the fact that life isnt really doing me any favours at the moment..
anyway
Back in august of this year i started to look at things in a more possitive light. I wont deny the fact that this was mainly due to the fact that i thought i finaly found a decent girl with whom i could have a good relationship with. That didnt go as planned.. a big turn around which wasnt by any means what i was expecting. Now that situation was a """"""""new"""""""" catylyst for a new very low mood.. a mood and feeling i hate having and hate living with. Im probably the type of person (as many with OCD) who find it hard to look at the possitives in their life and often magnify the negatives. However as im sure many of you are aware its not easy to change this.
Ive also noticed that ive become alot more angry.. Whether its society, news, events.. etc. Theres pleanty of things that light my short fuse and of course im sure you can imagen how hard it is to deal with when your mind makes to obsess constantly over these particular things.
Another thing.. Ive got a Work Xmas party coming up.. Its where i work part time, whilst studying... The problem with this is, the girl ive mentioned before will most likely be there. Nothings 100% confirmed and its still over a month away. However being as OCD makes it VERY hard to deal with """"""""girl"""""""" troubles, im literaly scared of this completly screwing with my mind. This girl doesnt work at this workplace anymore and despite it not being easy ive kind of been able to get used to not seeing her....
I seriously dont know whether i should attend this or not. I constantly hope for """"""""good"""""""" turn arounds in life but everything seems to backfire. I absoloutely HATE feeling the way i am now.. I felt like this towards the end of last year though it wasnt as bad.. and was really hoping for things to change for the better.... be more happy about life etc.. Now nearly a year on, ive experienced some highs and lows but personaly the lows really outweigh the highs for me..
I sometimes just get into a state where i seriously dont know what to do anymore. Im young with many more experiences ahead of me, but being as i experienced a lot as a young adult i really though that during these last few years, things would be a little easier for once.
Any advice / contribution to this would be greatly appreciated. Im tired of having to constantly fight for things.. go about things the hard way.. I see people who seem to get what they want from life handed to them on a golden plate.. and that really angers me.","['hope', 'anger', 'Thought', 'OCD']",1,1,1,0,0,0.0,"['image', 'thought', 'hand']","['ocd', 'anger', 'image', 'thought', 'hope', 'hand']",,
"Hi!
There's a few kinks I have yet to work out when it comes to OCD. I would sure appreciate a reply to either question.
The first being overcoming the feeling of feeling like a bad person. When you have OCD thinking something is almost just as awful as if you truly acted on it, or it makes you feel like you've done something wrong. For instance, I was looking at some dog toys for my dog and I got this feeling come over me basically making me feel like """"""""why would you be looking for dog toys, you've thought some terrible things and are not worthy of your animals love anymore"""""""" I can not engage with thoughts, it is becoming easier, but sometimes you just get these waves of emotion where it makes you feel like a bad person and I'm not quite sure how to address it?
The other being, I used to be alarmed with what I thought, I have since become rather desensitized to them, I had the """"""""backdoor spike"""""""" where it made me think it's more realistic now than ever, but I even managed to overcome that to be comfortable with the thought, but sometimes when the thought comes to mind you might think it's a """"""""hidden desire"""""""" and your mind might give you a slight feeling of """"""""wanting"""""""" it. Obviously this is not the case and just typing this makes me cringe, it's all made up thinking and """"""""feelings"""""""" but I wonder if I just keep ignoring it, even when it's false feelings, rather than just the false thought. I always am wondering if OCD can change you as a person, or change your rational side of your brain, which I do not know if it's even possible or not.
Thanks!","['OCD', 'Thought']",1,1,0,0,0,0.0,"['spike', 'thought']","['ocd', 'spike', 'thought']",,1
"Hello everyone, 
First off, I apologise for creating a new topic and not continuing with the last one, but I have a few questions that are not related to the subject from my previous topic.
I've shared on here a lot of things that I was afraid and really scared of, including whether I abused my baby cousin and brother or not, whether my behavior with them was inappropriate or not, and whether I am allowed to move on or not. 
Well, I successfully managed to no think about all these things for approximately 2 weeks if I am correct. They have not been bothering me that much anymore; however, this morning I made the mistake and let myself to ruminate over my past mistakes, including the above-mentioned things, and I went back to feeling distressed.
The distress is not too bad though, I think it's actually manageable so far - but I have a weird feeling that it will go downhill, and I will be back in the place I was 2-3 weeks ago by this evening. The distress is mainly caused by having the urge to replay all the moments that made me feel miserable, and to understand whether my behavior was appropriate or not. However, as hard as it is, I am trying not to listen to my brain, and tell myself that I've shared and talked about the respective moments with people on the forum, as well as with my boyfriend, and they listened, didn't judge me and advised me to move on. I am really trying not to give in and revisit the moments, even though it feels like I really need to do it. (I'm tempted to say that this is OCD trying to make me go deeper in its trap, but I'm not sure about that.)  
So my questions are the following:
What approach should I use?
Do I let the urge to analyse and revisit the respective moments be there even if my brain screams at me to do it? 
What do I do with the feeling that makes believe that I did something terrible (even when I've been told otherwise a thousand times) and elicits an enormous amount of guilt?  
I'm sorry if I'm asking too many questions, or if it seems that I'm demanding answers - I promise, that's not my intention. But I would appreciate and be thankful for any input or help, as I really don't want to go back to feeling more miserable and desperate than I already do. 
Thank you so much for reading this!","['OCD', 'guilt', 'behavior', 'urge']",1,1,0,0,0,0.0,"['distressed', 'abuse', 'inappropriate']","['ocd', 'distressed', 'inappropriate', 'behavior', 'urge', 'abuse', 'guilt']",,
"I'm just wondering if anyone can help me with a couple of questions? I've only just realised that I suffer from OCD a few months ago and it's taking some time to accept this and adjust. The sypmtoms at times seems really confusing and I just don't know where I am. How effective is CBT in dealing with OCD? I'm a bit skeptical as to my chances of making any long term improvement. The other thing I'm wondering is how many people actually live a happy and fulfilling life whilst suffering from OCD? I seem to go through phases where I'm happy and the anxiety reduces, but all the things I obsess about are still there and somehow taint my view on life. Is it possible in the long run to get rid of the horrible anxiety? I'd really love to hear people's thoughts.
Regards,
TN.","['Thought', 'anxiety', 'anxiety', 'OCD']",0,0,0,0,0,0.0,['thought'],"['anxiety', 'ocd', 'thought']",,
"Hey. I've been feeling a bit better this week, although feeling this way has been a hell of a struggle. I've forced myself to do a lot of stuff I wouldn't feel comfortable doing. I was even substituting at a school which raised some mild anxiety, because my OCD is related to intrusive sexual thoughts about children. Anyway, a few questions came into mind yesterday:
1. Does anxiety have an effect on memories? My OCD is related to a certain event and I usually sort of believe the OCD because I'm anxious most of the time. When I'm super anxious, the memory turns into something horrific and the then when there's no anxiety it's just a mildly unpleasant memory/thought.
I think I also keep attaching thoughts and putting things from this moment to the memories. I mean that I question my motives. I ruminate over the memory and then realize something: """"""""But I thought this at that moment! That must mean this and this and this. It changes everything"""""""". After that I get an urge to confess.
I have a hard time figuring out, what part is real and what's not. I can only say, that I didn't express much anxiety about the event before I got into the whole ruminating-game. The second thought I then get is that maybe I've changed. Maybe I was just immoral, disgusting and terrible before, but now I'm a normal person and express guilt because of that.
2. How long does a """"""""succesful"""""""" reboot take? I had a couple of times when I felt great for a couple of weeks and then there's been a terrible relapse. My brain comes up with something else and I'm back to thinking the same old things.","['urge', 'moral disgust', 'disgust', 'guilt', 'OCD', 'anxiety', 'anxiety', 'Thought']",1,1,0,0,0,1.0,"['thought', 'intrusive sexual thoughts']","['ocd', 'moral disgust', 'disgust', 'thought', 'urge', 'intrusive sexual thoughts', 'anxiety', 'guilt']",,
